x,y
47.000000,0.902829
47.200001,0.902717
47.400002,0.902607
47.599998,0.902500
47.799999,0.902395
48.000000,0.902292
48.200001,0.902192
48.400002,0.902094
48.599998,0.901998
48.799999,0.901904
49.000000,0.901812
49.200001,0.901722
49.400002,0.901634
49.599998,0.901548
49.799999,0.901464
50.000000,0.901381
50.200001,0.901301
50.400002,0.901222
50.599998,0.901145
50.799999,0.901070
51.000000,0.900996
51.200001,0.900924
51.400002,0.900853
51.599998,0.900784
51.799999,0.900717
52.000000,0.900651
52.200001,0.900586
52.400002,0.900523
52.599998,0.900461
52.799999,0.900401
53.000000,0.900342
53.200001,0.900284
53.400002,0.900227
53.599998,0.900172
53.799999,0.900118
54.000000,0.900065
54.200001,0.900013
54.400002,0.899962
54.599998,0.899913
54.799999,0.899864
55.000000,0.899817
55.200001,0.899770
55.400002,0.899725
55.599998,0.899680
55.799999,0.899637
56.000000,0.899595
56.200001,0.899553
56.400002,0.899512
56.599998,0.899473
56.799999,0.899434
57.000000,0.899396
57.200001,0.899358
57.400002,0.899322
57.599998,0.899286
57.799999,0.899252
58.000000,0.899218
58.200001,0.899184
58.400002,0.899152
58.599998,0.899120
58.799999,0.899089
59.000000,0.899058
59.200001,0.899028
59.400002,0.898999
59.599998,0.898971
59.799999,0.898943
60.000000,0.898915
60.200001,0.898889
60.400002,0.898862
60.599998,0.898837
60.799999,0.898812
61.000000,0.898787
61.200001,0.898763
61.400002,0.898740
61.599998,0.898717
61.799999,0.898695
62.000000,0.898673
62.200001,0.898651
62.400002,0.898630
62.599998,0.898610
62.799999,0.898590
63.000000,0.898570
63.200001,0.898551
63.400002,0.898532
63.599998,0.898514
63.799999,0.898496
64.000000,0.898479
64.199997,0.898461
64.400002,0.898445
64.599998,0.898428
64.800003,0.898412
65.000000,0.898396
65.199997,0.898381
65.400002,0.898366
65.599998,0.898351
65.800003,0.898337
66.000000,0.898323
66.199997,0.898309
66.400002,0.898296
66.599998,0.898282
66.800003,0.898269
67.000000,0.898257
67.199997,0.898245
67.400002,0.898232
67.599998,0.898221
67.800003,0.898209
68.000000,0.898198
68.199997,0.898187
68.400002,0.898176
68.599998,0.898165
68.800003,0.898155
69.000000,0.898145
69.199997,0.898135
69.400002,0.898125
69.599998,0.898116
69.800003,0.898107
70.000000,0.898098
70.199997,0.898089
70.400002,0.898080
70.599998,0.898072
70.800003,0.898063
71.000000,0.898055
71.199997,0.898047
71.400002,0.898040
71.599998,0.898032
71.800003,0.898025
72.000000,0.898017
72.199997,0.898010
72.400002,0.898003
72.599998,0.897997
72.800003,0.897990
73.000000,0.897983
73.199997,0.897977
73.400002,0.897971
73.599998,0.897965
73.800003,0.897959
74.000000,0.897953
74.199997,0.897947
74.400002,0.897942
74.599998,0.897936
74.800003,0.897931
75.000000,0.897926
75.199997,0.897921
75.400002,0.897916
75.599998,0.897911
75.800003,0.897906
76.000000,0.897901
76.199997,0.897897
76.400002,0.897892
76.599998,0.897888
76.800003,0.897884
77.000000,0.897880
77.199997,0.897875
77.400002,0.897871
77.599998,0.897868
77.800003,0.897864
78.000000,0.897860
78.199997,0.897856
78.400002,0.897853
78.599998,0.897849
78.800003,0.897846
79.000000,0.897842
79.199997,0.897839
79.400002,0.897836
79.599998,0.897833
79.800003,0.897830
80.000000,0.897827
80.199997,0.899843
80.400002,0.902014
80.599998,0.904143
80.800003,0.906220
81.000000,0.908245
81.199997,0.910220
81.400002,0.912144
81.599998,0.914018
81.800003,0.915842
82.000000,0.917617
82.199997,0.919344
82.400002,0.921021
82.599998,0.922650
82.800003,0.924231
83.000000,0.925765
83.199997,0.927251
83.400002,0.928689
83.599998,0.930080
83.800003,0.931425
84.000000,0.932722
84.199997,0.933972
84.400002,0.935175
84.599998,0.936331
84.800003,0.937440
85.000000,0.938502
85.199997,0.939516
85.400002,0.940483
85.599998,0.941401
85.800003,0.942271
86.000000,0.943092
86.199997,0.943864
86.400002,0.944585
86.599998,0.945255
86.800003,0.945874
87.000000,0.946441
87.199997,0.946954
87.400002,0.947412
87.599998,0.947815
87.800003,0.948160
88.000000,0.948447
88.199997,0.948673
88.400002,0.948837
88.599998,0.948937
88.800003,0.948971
89.000000,0.948936
89.199997,0.948830
89.400002,0.948650
89.599998,0.948392
89.800003,0.948054
90.000000,0.947631
90.199997,0.947119
90.400002,0.946515
90.599998,0.945813
90.800003,0.945008
91.000000,0.944095
91.199997,0.943067
91.400002,0.941917
91.599998,0.940638
91.800003,0.939223
92.000000,0.937662
92.199997,0.935947
92.400002,0.934066
92.599998,0.932011
92.800003,0.929768
93.000000,0.927325
93.199997,0.924670
93.400002,0.921786
93.599998,0.918660
93.800003,0.915276
94.000000,0.911615
94.199997,0.907661
94.400002,0.903394
94.599998,0.898797
94.800003,0.893849
95.000000,0.888531
95.199997,0.882824
95.400002,0.876709
95.599998,0.870169
95.800003,0.863187
96.000000,0.855749
96.199997,0.847844
96.400002,0.839463
96.599998,0.830603
96.800003,0.821263
97.000000,0.811450
97.199997,0.801173
97.400002,0.790450
97.599998,0.779303
97.800003,0.767761
98.000000,0.755857
98.199997,0.743631
98.400002,0.731124
98.599998,0.718383
98.800003,0.705456
99.000000,0.692392
99.199997,0.679239
99.400002,0.666044
99.599998,0.652852
99.800003,0.639704
100.000000,0.626638
100.199997,0.613687
100.400002,0.600881
100.599998,0.588243
100.800003,0.575795
101.000000,0.563552
101.199997,0.551526
101.400002,0.539728
101.599998,0.528164
101.800003,0.516837
102.000000,0.505750
102.199997,0.494904
102.400002,0.484296
102.599998,0.473925
102.800003,0.463789
103.000000,0.453883
103.199997,0.444205
103.400002,0.434749
103.599998,0.425512
103.800003,0.416489
104.000000,0.407675
104.199997,0.399066
104.400002,0.390657
104.599998,0.382445
104.800003,0.374423
105.000000,0.366588
105.199997,0.358936
105.400002,0.351463
105.599998,0.344163
105.800003,0.337034
106.000000,0.330071
106.199997,0.323271
106.400002,0.316629
106.599998,0.310142
106.800003,0.303806
107.000000,0.297618
107.199997,0.291575
107.400002,0.285672
107.599998,0.279907
107.800003,0.274277
108.000000,0.268777
108.199997,0.263407
108.400002,0.258161
108.599998,0.253038
108.800003,0.248034
109.000000,0.243147
109.199997,0.238374
109.400002,0.233712
109.599998,0.229159
109.800003,0.224712
110.000000,0.220369
110.199997,0.216127
110.400002,0.211984
110.599998,0.207938
110.800003,0.203986
111.000000,0.200126
111.199997,0.196356
111.400002,0.192674
111.599998,0.189079
111.800003,0.185566
112.000000,0.182136
112.199997,0.178786
112.400002,0.175514
112.599998,0.172319
112.800003,0.169197
113.000000,0.166149
113.199997,0.163172
113.400002,0.160264
113.599998,0.157424
113.800003,0.154650
114.000000,0.151941
114.199997,0.149295
114.400002,0.146711
114.599998,0.144187
114.800003,0.141722
115.000000,0.139315
115.199997,0.136963
115.400002,0.134667
115.599998,0.132424
115.800003,0.130233
116.000000,0.128094
116.199997,0.126004
116.400002,0.123963
116.599998,0.121970
116.800003,0.120023
117.000000,0.118122
117.199997,0.116264
117.400002,0.114451
117.599998,0.112679
117.800003,0.110949
118.000000,0.109259
118.199997,0.107609
118.400002,0.105997
118.599998,0.104423
118.800003,0.102885
119.000000,0.101384
119.199997,0.099917
119.400002,0.098484
119.599998,0.097085
119.800003,0.095719
120.000000,0.094384
120.199997,0.093081
120.400002,0.091808
120.599998,0.090565
120.800003,0.089350
121.000000,0.088164
121.199997,0.087006
121.400002,0.085875
121.599998,0.084770
121.800003,0.083690
122.000000,0.082636
122.199997,0.081607
122.400002,0.080602
122.599998,0.079620
122.800003,0.078661
123.000000,0.077724
123.199997,0.076809
123.400002,0.075915
123.599998,0.075043
123.800003,0.074191
124.000000,0.073358
124.199997,0.072545
124.400002,0.071751
124.599998,0.070975
124.800003,0.070218
125.000000,0.069478
125.199997,0.068756
125.400002,0.068050
125.599998,0.067361
125.800003,0.066688
126.000000,0.066030
126.199997,0.065388
126.400002,0.064761
126.599998,0.064148
126.800003,0.063550
127.000000,0.062966
127.199997,0.062395
127.400002,0.061838
127.599998,0.061294
127.800003,0.060762
128.000000,0.060243
128.199997,0.059736
128.399994,0.059240
128.600006,0.058757
128.800003,0.058284
129.000000,0.057823
129.199997,0.057372
129.399994,0.056932
129.600006,0.056502
129.800003,0.056082
130.000000,0.055672
130.199997,0.055272
130.399994,0.054880
130.600006,0.054498
130.800003,0.054125
131.000000,0.053761
131.199997,0.053405
131.399994,0.053057
131.600006,0.052718
131.800003,0.052386
132.000000,0.052062
132.199997,0.051746
132.399994,0.051437
132.600006,0.051135
132.800003,0.050840
133.000000,0.050553
133.199997,0.050272
133.399994,0.049997
133.600006,0.049729
133.800003,0.049467
134.000000,0.049211
134.199997,0.048961
134.399994,0.048717
134.600006,0.048479
134.800003,0.048246
135.000000,0.048019
135.199997,0.047797
135.399994,0.047580
135.600006,0.047368
135.800003,0.047161
136.000000,0.046959
136.199997,0.046762
136.399994,0.046569
136.600006,0.046381
136.800003,0.046197
137.000000,0.046018
137.199997,0.045843
137.399994,0.045671
137.600006,0.045504
137.800003,0.045341
138.000000,0.045181
138.199997,0.045025
138.399994,0.044873
138.600006,0.044724
138.800003,0.044579
139.000000,0.044437
139.199997,0.044299
139.399994,0.044164
139.600006,0.044032
139.800003,0.043903
140.000000,0.043777
140.199997,0.043654
140.399994,0.043533
140.600006,0.043416
140.800003,0.043301
141.000000,0.043189
141.199997,0.043080
141.399994,0.042973
141.600006,0.042869
141.800003,0.042767
142.000000,0.042667
142.199997,0.042570
142.399994,0.042475
142.600006,0.042383
142.800003,0.042292
143.000000,0.042204
143.199997,0.042117
143.399994,0.042033
143.600006,0.041950
143.800003,0.041870
144.000000,0.041791
144.199997,0.041715
144.399994,0.041640
144.600006,0.041566
144.800003,0.041495
145.000000,0.041425
145.199997,0.041357
145.399994,0.041290
145.600006,0.041225
145.800003,0.041162
146.000000,0.041099
146.199997,0.041039
146.399994,0.040980
146.600006,0.040922
146.800003,0.040865
147.000000,0.040810
147.199997,0.040756
147.399994,0.040704
147.600006,0.040652
147.800003,0.040602
148.000000,0.040553
148.199997,0.040505
148.399994,0.040458
148.600006,0.040413
148.800003,0.040368
149.000000,0.040324
149.199997,0.040282
149.399994,0.040240
149.600006,0.040200
149.800003,0.040160
150.000000,0.040121
150.199997,0.040084
150.399994,0.040047
150.600006,0.040011
150.800003,0.039975
151.000000,0.039941
151.199997,0.039907
151.399994,0.039875
151.600006,0.039842
151.800003,0.039811
152.000000,0.039781
152.199997,0.039751
152.399994,0.039722
152.600006,0.039693
152.800003,0.039665
153.000000,0.039638
153.199997,0.039611
153.399994,0.039586
153.600006,0.039560
153.800003,0.039536
154.000000,0.039511
154.199997,0.039488
154.399994,0.039465
154.600006,0.039442
154.800003,0.039420
155.000000,0.039399
155.199997,0.039378
155.399994,0.039357
155.600006,0.039337
155.800003,0.039318
156.000000,0.039299
156.199997,0.039280
156.399994,0.039262
156.600006,0.039244
156.800003,0.039227
157.000000,0.039210
157.199997,0.039193
157.399994,0.039177
157.600006,0.039161
157.800003,0.039146
158.000000,0.039131
158.199997,0.039116
158.399994,0.039102
158.600006,0.039088
158.800003,0.039074
159.000000,0.039061
159.199997,0.039048
159.399994,0.039035
159.600006,0.039022
159.800003,0.039010
160.000000,0.038998
160.199997,0.038987
160.399994,0.038975
160.600006,0.038964
160.800003,0.038953
161.000000,0.038943
161.199997,0.038932
161.399994,0.038922
161.600006,0.038913
161.800003,0.038903
162.000000,0.038893
162.199997,0.038884
162.399994,0.038875
162.600006,0.038867
162.800003,0.038858
163.000000,0.038850
163.199997,0.038842
163.399994,0.038834
163.600006,0.038826
163.800003,0.038818
164.000000,0.038811
164.199997,0.038804
164.399994,0.038796
164.600006,0.038790
164.800003,0.038783
165.000000,0.038776
165.199997,0.038770
165.399994,0.038763
165.600006,0.038757
165.800003,0.038751
166.000000,0.038745
166.199997,0.038740
166.399994,0.038734
166.600006,0.038729
166.800003,0.038723
167.000000,0.038718
167.199997,0.038713
167.399994,0.038708
167.600006,0.038703
167.800003,0.038698
168.000000,0.038694
168.199997,0.038689
168.399994,0.038685
168.600006,0.038681
168.800003,0.038676
169.000000,0.038672
169.199997,0.038668
169.399994,0.038664
169.600006,0.038661
169.800003,0.038657
170.000000,0.038653
170.199997,0.038650
170.399994,0.038646
170.600006,0.038643
170.800003,0.038639
171.000000,0.038636
171.199997,0.038633
171.399994,0.038630
171.600006,0.038627
171.800003,0.038624
172.000000,0.038621
172.199997,0.038618
172.399994,0.038615
172.600006,0.038613
172.800003,0.038610
173.000000,0.038607
173.199997,0.038605
173.399994,0.038603
173.600006,0.038600
173.800003,0.038598
174.000000,0.038595
174.199997,0.038593
174.399994,0.038591
174.600006,0.038589
174.800003,0.038587
175.000000,0.038585
175.199997,0.038583
175.399994,0.038581
175.600006,0.038579
175.800003,0.038577
176.000000,0.038575
176.199997,0.038574
176.399994,0.038572
176.600006,0.038570
176.800003,0.038569
177.000000,0.038567
177.199997,0.038565
177.399994,0.038564
177.600006,0.038562
177.800003,0.038561
178.000000,0.038560
178.199997,0.038558
178.399994,0.038557
178.600006,0.038555
178.800003,0.038554
179.000000,0.038553
179.199997,0.038552
179.399994,0.038550
179.600006,0.038549
179.800003,0.038548
180.000000,0.038547
180.199997,0.038546
180.399994,0.038545
180.600006,0.038544
180.800003,0.038543
181.000000,0.038542
181.199997,0.038541
181.399994,0.038540
181.600006,0.038539
181.800003,0.038538
182.000000,0.038537
182.199997,0.038536
182.399994,0.038535
182.600006,0.038535
182.800003,0.038534
183.000000,0.038533
183.199997,0.038532
183.399994,0.038531
183.600006,0.038531
183.800003,0.038530
184.000000,0.038529
184.199997,0.038529
184.399994,0.038528
184.600006,0.038527
184.800003,0.038527
185.000000,0.038526
185.199997,0.038525
185.399994,0.038525
185.600006,0.038524
185.800003,0.038524
186.000000,0.038523
186.199997,0.038523
186.399994,0.038522
186.600006,0.038522
186.800003,0.038521
187.000000,0.038521
187.199997,0.038520
187.399994,0.038520
187.600006,0.038519
187.800003,0.038519
188.000000,0.038518
188.199997,0.038518
188.399994,0.038517
188.600006,0.038517
188.800003,0.038517
189.000000,0.038516
189.199997,0.038516
189.399994,0.038516
189.600006,0.038515
189.800003,0.038515
190.000000,0.038514
190.199997,0.038514
190.399994,0.038514
190.600006,0.038513
190.800003,0.038513
191.000000,0.038513
191.199997,0.038513
191.399994,0.038512
191.600006,0.038512
191.800003,0.038512
192.000000,0.038511
192.199997,0.038511
192.399994,0.038511
192.600006,0.038511
192.800003,0.038510
193.000000,0.038510
193.199997,0.038510
193.399994,0.038510
193.600006,0.038509
193.800003,0.038509
194.000000,0.038509
194.199997,0.038509
194.399994,0.038509
194.600006,0.038508
194.800003,0.038508
195.000000,0.038508
195.199997,0.038508
195.399994,0.038508
195.600006,0.038507
195.800003,0.038507
196.000000,0.038507
196.199997,0.038507
196.399994,0.038507
196.600006,0.038507
196.800003,0.038506
197.000000,0.038506
197.199997,0.038506
197.399994,0.038506
197.600006,0.038506
197.800003,0.038506
198.000000,0.038506
198.199997,0.038505
198.399994,0.038505
198.600006,0.038505
198.800003,0.038505
199.000000,0.038505
199.199997,0.038505
199.399994,0.038505
199.600006,0.038505
199.800003,0.038505
200.000000,0.038504
