t,heat_t0,heat_t1,heat_t2,heat_t3
27.000000,0.000000,0.033476,0.000000,0.000000
27.200001,0.000000,0.064738,0.000000,0.000000
27.400000,0.000000,0.116600,0.000000,0.000000
27.600000,0.000000,0.195594,0.000000,0.000000
27.799999,0.000000,0.305581,0.000000,0.000000
28.000000,0.000000,0.444648,0.000000,0.000000
28.200001,0.000000,0.602591,0.000000,0.000000
28.400000,0.000000,0.760579,0.000000,0.000000
28.600000,0.000000,0.894096,0.000000,0.000000
28.799999,0.000000,0.978905,0.000000,0.000000
29.000000,0.000000,0.998191,0.000000,0.000000
29.200001,0.000000,0.947990,0.000000,0.000000
29.400000,0.000000,0.838515,0.000000,0.000000
29.600000,0.000000,0.690772,0.000000,0.000000
29.799999,0.000000,0.530000,0.000000,0.000000
30.000000,0.000000,0.378733,0.000000,0.000000
30.200001,0.000000,0.252061,0.000000,0.000000
30.400000,0.000000,0.156242,0.000000,0.000000
30.600000,0.000000,0.090200,0.000000,0.000000
30.799999,0.000000,0.048499,0.000000,0.000000
31.000000,0.000000,0.024287,0.000000,0.000000
31.200001,0.000000,0.011327,0.000000,0.000000
31.400000,0.000000,0.004920,0.000000,0.000000
31.600000,0.000000,0.001991,0.000000,0.000000
31.799999,0.000000,0.000750,0.000000,0.000000
32.000000,0.000000,0.000263,0.000000,0.000000
32.200001,0.000000,0.000086,0.000000,0.000000
32.400002,0.000000,0.000026,0.000000,0.000000
32.599998,0.000000,0.000007,0.000000,0.000000
32.799999,0.000000,0.000002,0.000000,0.000000
33.000000,0.000000,0.000000,0.000000,0.000000
33.200001,0.000000,0.000000,0.000000,0.000000
33.400002,0.000000,0.000000,0.000000,0.000000
33.599998,0.000000,0.000000,0.000000,0.000000
33.799999,0.000000,0.000000,0.000000,0.000000
34.000000,0.000000,0.000000,0.000000,0.000000
34.200001,0.000000,0.000000,0.000000,0.000000
34.400002,0.000000,0.000000,0.000000,0.000000
34.599998,0.000000,0.000000,0.000000,0.000000
34.799999,0.000000,0.000000,0.000000,0.000000
35.000000,0.000000,0.000000,0.000000,0.000000
35.200001,0.000000,0.000000,0.000000,0.000000
35.400002,0.000000,0.000000,0.000000,0.000000
35.599998,0.000000,0.000000,0.000000,0.000000
35.799999,0.000000,0.000000,0.000000,0.000000
36.000000,0.000000,0.000000,0.000000,0.000000
36.200001,0.000000,0.000000,0.000000,0.000000
36.400002,0.000000,0.000000,0.000000,0.000000
36.599998,0.000000,0.000000,0.000000,0.000000
36.799999,0.000000,0.000000,0.000000,0.000000
37.000000,0.000000,0.000000,0.000000,0.000000
37.200001,0.000000,0.000000,0.000000,0.000000
37.400002,0.000000,0.000000,0.000000,0.000000
37.599998,0.000000,0.000000,0.000000,0.000000
37.799999,0.000000,0.000000,0.000000,0.000000
38.000000,0.000000,0.000000,0.000000,0.000000
38.200001,0.000000,0.000000,0.000000,0.000000
38.400002,0.000000,0.000000,0.000000,0.000000
38.599998,0.000000,0.000000,0.000000,0.000000
38.799999,0.000000,0.000000,0.000000,0.000000
39.000000,0.000000,0.000000,0.000000,0.000000
39.200001,0.000000,0.000000,0.000000,0.000000
39.400002,0.000000,0.000000,0.000000,0.000000
39.599998,0.000000,0.000000,0.000000,0.000000
39.799999,0.000000,0.000000,0.000000,0.000000
40.000000,0.000000,0.000000,0.000000,0.000000
40.200001,0.000000,0.000000,0.000000,0.000000
40.400002,0.000000,0.000000,0.000000,0.000000
40.599998,0.000000,0.000000,0.000000,0.000000
40.799999,0.000000,0.000000,0.000000,0.000000
41.000000,0.000000,0.000000,0.000000,0.000000
41.200001,0.000000,0.000000,0.000000,0.000000
41.400002,0.000000,0.000000,0.000000,0.000000
41.599998,0.000000,0.000000,0.000000,0.000000
41.799999,0.000000,0.000000,0.000000,0.000000
42.000000,0.000000,0.000000,0.000000,0.000000
42.200001,0.000000,0.000000,0.000000,0.000000
42.400002,0.000000,0.000000,0.000000,0.000000
42.599998,0.000000,0.000000,0.000000,0.000000
42.799999,0.000000,0.000000,0.000000,0.000000
43.000000,0.000000,0.000000,0.000000,0.000000
43.200001,0.000000,0.000000,0.000000,0.000000
43.400002,0.000000,0.000000,0.000000,0.000000
43.599998,0.000000,0.000000,0.000000,0.000000
43.799999,0.000000,0.000000,0.000000,0.000000
44.000000,0.000000,0.000000,0.000000,0.000000
44.200001,0.000000,0.000000,0.000000,0.000000
44.400002,0.000000,0.000000,0.000000,0.000000
44.599998,0.000000,0.000000,0.000000,0.000000
44.799999,0.000000,0.000000,0.000000,0.000000
45.000000,0.000000,0.000000,0.000000,0.000000
45.200001,0.000000,0.000000,0.000000,0.000000
45.400002,0.000000,0.000000,0.000000,0.000000
45.599998,0.000000,0.000000,0.000000,0.000000
45.799999,0.000000,0.000000,0.000000,0.000000
46.000000,0.000000,0.000000,0.000000,0.000000
46.200001,0.000000,0.000000,0.000000,0.000000
46.400002,0.000000,0.000000,0.000000,0.000000
46.599998,0.000000,0.000000,0.000000,0.000000
46.799999,0.000000,0.000000,0.000000,0.000000
47.000000,0.000000,0.000000,0.000000,0.000000
47.200001,0.000000,0.000000,0.000000,0.000000
47.400002,0.000000,0.000000,0.000000,0.000000
47.599998,0.000000,0.000000,0.000000,0.000000
47.799999,0.000000,0.000000,0.000000,0.000000
48.000000,0.000000,0.000000,0.000000,0.000000
48.200001,0.000000,0.000000,0.000000,0.000000
48.400002,0.000000,0.000000,0.000000,0.000000
48.599998,0.000000,0.000000,0.000000,0.000000
48.799999,0.000000,0.000000,0.000000,0.000000
49.000000,0.000000,0.000000,0.000000,0.000000
49.200001,0.000000,0.000000,0.000000,0.000000
49.400002,0.000000,0.000000,0.000000,0.000000
49.599998,0.000000,0.000000,0.000000,0.000000
49.799999,0.000000,0.000000,0.000000,0.000000
50.000000,0.000000,0.000000,0.000000,0.000000
50.200001,0.000000,0.000000,0.000000,0.000000
50.400002,0.000000,0.000000,0.000000,0.000000
50.599998,0.000000,0.000000,0.000000,0.000000
50.799999,0.000000,0.000000,0.000000,0.000000
51.000000,0.000000,0.000000,0.000000,0.000000
51.200001,0.000000,0.000000,0.000000,0.000000
51.400002,0.000000,0.000000,0.000000,0.000000
51.599998,0.000000,0.000000,0.000000,0.000000
51.799999,0.000000,0.000000,0.000000,0.000000
52.000000,0.000000,0.000000,0.000000,0.000000
52.200001,0.000000,0.000000,0.000000,0.000000
52.400002,0.000000,0.000000,0.000000,0.000000
52.599998,0.000000,0.000000,0.000000,0.000000
52.799999,0.000000,0.000000,0.000000,0.000000
53.000000,0.000000,0.000000,0.000000,0.000000
53.200001,0.000000,0.000000,0.000000,0.000000
53.400002,0.000000,0.000000,0.000000,0.000000
53.599998,0.000000,0.000000,0.000000,0.000000
53.799999,0.000000,0.000000,0.000000,0.000000
54.000000,0.000000,0.000000,0.000000,0.000000
54.200001,0.000000,0.000000,0.000000,0.000000
54.400002,0.000000,0.000000,0.000000,0.000000
54.599998,0.000000,0.000000,0.000000,0.000000
54.799999,0.000000,0.000000,0.000000,0.000000
55.000000,0.000000,0.000000,0.000000,0.000000
55.200001,0.000000,0.000000,0.000000,0.000000
55.400002,0.000000,0.000000,0.000000,0.000000
55.599998,0.000000,0.000000,0.000000,0.000000
55.799999,0.000000,0.000000,0.000000,0.000000
56.000000,0.000000,0.000000,0.000000,0.000000
56.200001,0.000000,0.000000,0.000000,0.000000
56.400002,0.000000,0.000000,0.000000,0.000000
56.599998,0.000000,0.000000,0.000000,0.000000
56.799999,0.000000,0.000000,0.000000,0.000000
57.000000,0.000000,0.000000,0.000000,0.000000
57.200001,0.000000,0.000000,0.000000,0.000000
57.400002,0.000000,0.000000,0.000000,0.000000
57.599998,0.000000,0.000000,0.000000,0.000000
57.799999,0.000000,0.000000,0.000000,0.000000
58.000000,0.000000,0.000000,0.000000,0.000000
58.200001,0.000000,0.000000,0.000000,0.000000
58.400002,0.000000,0.000000,0.000000,0.000000
58.599998,0.000000,0.000000,0.000000,0.000000
58.799999,0.000000,0.000000,0.000000,0.000000
59.000000,0.000000,0.000000,0.000000,0.000000
59.200001,0.000000,0.000000,0.000000,0.000000
59.400002,0.000000,0.000000,0.000000,0.000000
59.599998,0.000000,0.000000,0.000000,0.000000
59.799999,0.000000,0.000000,0.000000,0.000000
60.000000,0.000000,0.000000,0.000000,0.000000
60.200001,0.000000,0.000000,0.000000,0.000000
60.400002,0.000000,0.000000,0.000000,0.000000
60.599998,0.000000,0.000000,0.000000,0.000000
60.799999,0.000000,0.000000,0.000000,0.000000
61.000000,0.000000,0.000000,0.000000,0.000000
61.200001,0.000000,0.000000,0.000000,0.000000
61.400002,0.000000,0.000000,0.000000,0.000000
61.599998,0.000000,0.000000,0.000000,0.000000
61.799999,0.000000,0.000000,0.000000,0.000000
62.000000,0.000000,0.000000,0.000000,0.000000
62.200001,0.000000,0.000000,0.000000,0.000000
62.400002,0.000000,0.000000,0.000000,0.000000
62.599998,0.000000,0.000000,0.000000,0.000000
62.799999,0.000000,0.000000,0.000000,0.000000
63.000000,0.000000,0.000000,0.000000,0.000000
63.200001,0.000000,0.000000,0.000000,0.000000
63.400002,0.000000,0.000000,0.000000,0.000000
63.599998,0.000000,0.000000,0.000000,0.000000
63.799999,0.000000,0.000000,0.000000,0.000000
64.000000,0.000000,0.000000,0.000000,0.000000
64.199997,0.000000,0.000000,0.000000,0.000000
64.400002,0.000000,0.000000,0.000000,0.000000
64.599998,0.000000,0.000000,0.000000,0.000000
64.800003,0.000000,0.000000,0.000000,0.000000
65.000000,0.000000,0.000000,0.000000,0.000000
65.199997,0.000000,0.000000,0.000000,0.000000
65.400002,0.000000,0.000000,0.000000,0.000000
65.599998,0.000000,0.000000,0.000000,0.000000
65.800003,0.000000,0.000000,0.000000,0.000000
66.000000,0.000000,0.000000,0.000000,0.000000
66.199997,0.000000,0.000000,0.000000,0.000000
66.400002,0.000000,0.000000,0.000000,0.000000
66.599998,0.000000,0.000000,0.000000,0.000000
66.800003,0.000000,0.000000,0.000000,0.000000
67.000000,0.000000,0.000000,0.000000,0.000000
67.199997,0.000000,0.000000,0.000000,0.000000
67.400002,0.000000,0.000000,0.000000,0.000000
67.599998,0.000000,0.000000,0.000000,0.000000
67.800003,0.000000,0.000000,0.000000,0.000000
68.000000,0.000000,0.000000,0.000000,0.000000
68.199997,0.000000,0.000000,0.000000,0.000000
68.400002,0.000000,0.000000,0.000000,0.000000
68.599998,0.000000,0.000000,0.000000,0.000000
68.800003,0.000000,0.000000,0.000000,0.000000
69.000000,0.000000,0.000000,0.000000,0.000000
69.199997,0.000000,0.000000,0.000000,0.000000
69.400002,0.000000,0.000000,0.000000,0.000000
69.599998,0.000000,0.000000,0.000000,0.000000
69.800003,0.000000,0.000000,0.000000,0.000000
70.000000,0.000000,0.000000,0.000000,0.000000
70.199997,0.000000,0.000000,0.000000,0.000000
70.400002,0.000000,0.000000,0.000000,0.000000
70.599998,0.000000,0.000000,0.000000,0.000000
70.800003,0.000000,0.000000,0.000000,0.000000
71.000000,0.000000,0.000000,0.000000,0.000000
71.199997,0.000000,0.000000,0.000000,0.000000
71.400002,0.000000,0.000000,0.000000,0.000000
71.599998,0.000000,0.000000,0.000000,0.000000
71.800003,0.000000,0.000000,0.000000,0.000000
72.000000,0.000000,0.000000,0.000000,0.000000
72.199997,0.000000,0.000000,0.000000,0.000000
72.400002,0.000000,0.000000,0.000000,0.000000
72.599998,0.000000,0.000000,0.000000,0.000000
72.800003,0.000000,0.000000,0.000000,0.000000
73.000000,0.000000,0.000000,0.000000,0.000000
73.199997,0.000000,0.000000,0.000000,0.000000
73.400002,0.000000,0.000000,0.000000,0.000000
73.599998,0.000000,0.000000,0.000000,0.000000
73.800003,0.000000,0.000000,0.000000,0.000000
74.000000,0.000000,0.000000,0.000000,0.000000
74.199997,0.000000,0.000000,0.000000,0.000000
74.400002,0.000000,0.000000,0.000000,0.000000
74.599998,0.000000,0.000000,0.000000,0.000000
74.800003,0.000000,0.000000,0.000000,0.000000
75.000000,0.000000,0.000000,0.000000,0.000000
75.199997,0.000000,0.000000,0.000000,0.000000
75.400002,0.000000,0.000000,0.000000,0.000000
75.599998,0.000000,0.000000,0.000000,0.000000
75.800003,0.000000,0.000000,0.000001,0.000000
76.000000,0.000000,0.000000,0.000004,0.000000
76.199997,0.000000,0.000000,0.000013,0.000000
76.400002,0.000000,0.000000,0.000046,0.000000
76.599998,0.000000,0.000000,0.000146,0.000000
76.800003,0.000000,0.000000,0.000432,0.000000
77.000000,0.000000,0.000000,0.001191,0.000000
77.199997,0.000000,0.000000,0.003058,0.000000
77.400002,0.000000,0.000000,0.007314,0.000000
77.599998,0.000000,0.000000,0.016289,0.000000
77.800003,0.000000,0.000000,0.033791,0.000000
78.000000,0.000000,0.000000,0.065284,0.000000
78.199997,0.000000,0.000000,0.117469,0.000000
78.400002,0.000000,0.000000,0.196866,0.000000
78.599998,0.000000,0.000000,0.307272,0.000000
78.800003,0.000000,0.000000,0.446684,0.000000
79.000000,0.000000,0.000000,0.604767,0.000000
79.199997,0.000000,0.000000,0.762595,0.000000
79.400002,0.000000,0.000000,0.895611,0.000000
79.599998,0.000000,0.000000,0.979624,0.000000
79.800003,0.000000,0.000000,0.997969,0.000000
80.000000,0.000000,0.000000,0.946873,0.000000
80.199997,0.000000,0.000000,0.836727,0.000000
80.400002,0.000000,0.000000,0.688636,0.000000
80.599998,0.000000,0.000000,0.527858,0.000000
80.800003,0.000000,0.000000,0.376838,0.000000
81.000000,0.000000,0.000000,0.250563,0.000000
81.199997,0.000000,0.000000,0.155165,0.000000
81.400002,0.000000,0.000000,0.089491,0.000000
81.599998,0.000000,0.000000,0.048072,0.000000
81.800003,0.000000,0.000000,0.024050,0.000000
82.000000,0.000000,0.000000,0.011206,0.000000
82.199997,0.000000,0.000000,0.004863,0.000000
82.400002,0.000000,0.000000,0.001966,0.000000
82.599998,0.000000,0.000000,0.000740,0.000000
82.800003,0.000000,0.000000,0.000259,0.000000
83.000000,0.000000,0.000000,0.000085,0.000000
83.199997,0.000000,0.000000,0.000026,0.000000
83.400002,0.000000,0.000000,0.000007,0.000000
83.599998,0.000000,0.000000,0.000002,0.000000
83.800003,0.000000,0.000000,0.000000,0.000000
84.000000,0.000000,0.000000,0.000000,0.000000
84.199997,0.000000,0.000000,0.000000,0.000000
84.400002,0.000000,0.000000,0.000000,0.000000
84.599998,0.000000,0.000000,0.000000,0.000000
84.800003,0.000000,0.000000,0.000000,0.000000
85.000000,0.000000,0.000000,0.000000,0.000000
85.199997,0.000000,0.000000,0.000000,0.000000
85.400002,0.000000,0.000000,0.000000,0.000000
85.599998,0.000000,0.000000,0.000000,0.000000
85.800003,0.000000,0.000000,0.000000,0.000000
86.000000,0.000000,0.000000,0.000000,0.000000
86.199997,0.000000,0.000000,0.000000,0.000000
86.400002,0.000000,0.000000,0.000000,0.000000
86.599998,0.000000,0.000000,0.000000,0.000000
86.800003,0.000000,0.000000,0.000000,0.000000
87.000000,0.000000,0.000000,0.000000,0.000000
87.199997,0.000000,0.000000,0.000000,0.000000
87.400002,0.000000,0.000000,0.000000,0.000000
87.599998,0.000000,0.000000,0.000000,0.000000
87.800003,0.000000,0.000000,0.000000,0.000000
88.000000,0.000000,0.000000,0.000000,0.000000
88.199997,0.000000,0.000000,0.000000,0.000000
88.400002,0.000000,0.000000,0.000000,0.000000
88.599998,0.000000,0.000000,0.000000,0.000000
88.800003,0.000000,0.000000,0.000000,0.000000
89.000000,0.000000,0.000000,0.000000,0.000000
89.199997,0.000000,0.000000,0.000000,0.000000
89.400002,0.000000,0.000000,0.000000,0.000000
89.599998,0.000000,0.000000,0.000000,0.000000
89.800003,0.000000,0.000000,0.000000,0.000000
90.000000,0.000000,0.000000,0.000000,0.000000
90.199997,0.000000,0.000000,0.000000,0.000000
90.400002,0.000000,0.000000,0.000000,0.000000
90.599998,0.000000,0.000000,0.000000,0.000000
90.800003,0.000000,0.000000,0.000000,0.000000
91.000000,0.000000,0.000000,0.000000,0.000000
91.199997,0.000000,0.000000,0.000000,0.000000
91.400002,0.000000,0.000000,0.000000,0.000000
91.599998,0.000000,0.000000,0.000000,0.000000
91.800003,0.000000,0.000000,0.000000,0.000000
92.000000,0.000000,0.000000,0.000000,0.000000
92.199997,0.000000,0.000000,0.000000,0.000000
92.400002,0.000000,0.000000,0.000000,0.000000
92.599998,0.000000,0.000000,0.000000,0.000000
92.800003,0.000000,0.000000,0.000000,0.000000
93.000000,0.000000,0.000000,0.000000,0.000000
93.199997,0.000000,0.000000,0.000000,0.000000
93.400002,0.000000,0.000000,0.000000,0.000000
93.599998,0.000000,0.000000,0.000000,0.000000
93.800003,0.000000,0.000000,0.000000,0.000000
94.000000,0.000000,0.000000,0.000000,0.000000
94.199997,0.000000,0.000000,0.000000,0.000000
94.400002,0.000000,0.000000,0.000000,0.000000
94.599998,0.000000,0.000000,0.000000,0.000000
94.800003,0.000000,0.000000,0.000000,0.000000
95.000000,0.000000,0.000000,0.000000,0.000000
95.199997,0.000000,0.000000,0.000000,0.000000
95.400002,0.000000,0.000000,0.000000,0.000000
95.599998,0.000000,0.000000,0.000000,0.000000
95.800003,0.000000,0.000000,0.000000,0.000000
96.000000,0.000000,0.000000,0.000000,0.000000
96.199997,0.000000,0.000000,0.000000,0.000000
96.400002,0.000000,0.000000,0.000000,0.000000
96.599998,0.000000,0.000000,0.000000,0.000000
96.800003,0.000000,0.000000,0.000000,0.000000
97.000000,0.000000,0.000000,0.000000,0.000000
97.199997,0.000000,0.000000,0.000000,0.000000
97.400002,0.000000,0.000000,0.000000,0.000000
97.599998,0.000000,0.000000,0.000000,0.000000
97.800003,0.000000,0.000000,0.000000,0.000000
98.000000,0.000000,0.000000,0.000000,0.000000
98.199997,0.000000,0.000000,0.000000,0.000000
98.400002,0.000000,0.000000,0.000000,0.000000
98.599998,0.000000,0.000000,0.000000,0.000000
98.800003,0.000000,0.000000,0.000000,0.000000
99.000000,0.000000,0.000000,0.000000,0.000000
99.199997,0.000000,0.000000,0.000000,0.000000
99.400002,0.000000,0.000000,0.000000,0.000000
99.599998,0.000000,0.000000,0.000000,0.000000
99.800003,0.000000,0.000000,0.000000,0.000000
100.000000,0.000000,0.000000,0.000000,0.000000
100.199997,0.000000,0.000000,0.000000,0.000000
100.400002,0.000000,0.000000,0.000000,0.000000
100.599998,0.000000,0.000000,0.000000,0.000000
100.800003,0.000000,0.000000,0.000000,0.000000
101.000000,0.000000,0.000000,0.000000,0.000000
101.199997,0.000000,0.000000,0.000000,0.000000
101.400002,0.000000,0.000000,0.000000,0.000000
101.599998,0.000000,0.000000,0.000000,0.000000
101.800003,0.000000,0.000000,0.000000,0.000000
102.000000,0.000000,0.000000,0.000000,0.000000
102.199997,0.000000,0.000000,0.000000,0.000000
102.400002,0.000000,0.000000,0.000000,0.000000
102.599998,0.000000,0.000000,0.000000,0.000000
102.800003,0.000000,0.000000,0.000000,0.000000
103.000000,0.000000,0.000000,0.000000,0.000000
103.199997,0.000000,0.000000,0.000000,0.000000
103.400002,0.000000,0.000000,0.000000,0.000000
103.599998,0.000000,0.000000,0.000000,0.000000
103.800003,0.000000,0.000000,0.000000,0.000000
104.000000,0.000000,0.000000,0.000000,0.000000
104.199997,0.000000,0.000000,0.000000,0.000000
104.400002,0.000000,0.000000,0.000000,0.000000
104.599998,0.000000,0.000000,0.000000,0.000000
104.800003,0.000000,0.000000,0.000000,0.000000
105.000000,0.000000,0.000000,0.000000,0.000000
105.199997,0.000000,0.000000,0.000000,0.000000
105.400002,0.000000,0.000000,0.000000,0.000000
105.599998,0.000000,0.000000,0.000000,0.000000
105.800003,0.000000,0.000000,0.000000,0.000000
106.000000,0.000000,0.000000,0.000000,0.000000
106.199997,0.000000,0.000000,0.000000,0.000000
106.400002,0.000000,0.000000,0.000000,0.000000
106.599998,0.000000,0.000000,0.000000,0.000001
106.800003,0.000000,0.000000,0.000000,0.000004
107.000000,0.000000,0.000000,0.000000,0.000016
107.199997,0.000000,0.000000,0.000000,0.000053
107.400002,0.000000,0.000000,0.000000,0.000168
107.599998,0.000000,0.000000,0.000000,0.000492
107.800003,0.000000,0.000000,0.000000,0.001345
108.000000,0.000000,0.000000,0.000000,0.003424
108.199997,0.000000,0.000000,0.000000,0.008115
108.400002,0.000000,0.000000,0.000000,0.017914
108.599998,0.000000,0.000000,0.000000,0.036832
108.800003,0.000000,0.000000,0.000000,0.070530
109.000000,0.000000,0.000000,0.000000,0.125787
109.199997,0.000000,0.000000,0.000000,0.208935
109.400002,0.000000,0.000000,0.000000,0.323232
109.599998,0.000000,0.000000,0.000000,0.465721
109.800003,0.000000,0.000000,0.000000,0.624972
110.000000,0.000000,0.000000,0.000000,0.781102
110.199997,0.000000,0.000000,0.000000,0.909226
110.400002,0.000000,0.000000,0.000000,0.985723
110.599998,0.000000,0.000000,0.000000,0.995299
110.800003,0.000000,0.000000,0.000000,0.935985
111.000000,0.000000,0.000000,0.000000,0.819789
111.199997,0.000000,0.000000,0.000000,0.668733
