t,I_fixed,I_smooth,slope,dx,dy
30.400000,0.945701,0.944971,-0.000406,0,0
30.600000,0.945495,0.944856,-0.000556,0,0
30.799999,0.945274,0.944714,-0.000688,0,0
31.000000,0.945042,0.944551,-0.000803,0,0
31.200001,0.944799,0.944367,-0.000904,0,0
31.400000,0.944547,0.944167,-0.000993,0,0
31.600000,0.944286,0.943951,-0.001071,0,0
31.799999,0.944017,0.943721,-0.001140,0,0
32.000000,0.943741,0.943480,-0.001200,0,0
32.200001,0.943459,0.943228,-0.001253,0,0
32.400002,0.943171,0.942967,-0.001301,0,0
32.599998,0.942878,0.942698,-0.001342,0,0
32.799999,0.942581,0.942422,-0.001379,0,0
33.000000,0.942280,0.942139,-0.001411,0,0
33.200001,0.941975,0.941850,-0.001440,0,0
33.400002,0.941667,0.941557,-0.001465,0,0
33.599998,0.941356,0.941259,-0.001487,0,0
33.799999,0.941043,0.940957,-0.001507,0,0
34.000000,0.940727,0.940652,-0.001525,0,0
34.200001,0.940410,0.940343,-0.001540,0,0
34.400002,0.940090,0.940032,-0.001553,0,0
34.599998,0.939770,0.939719,-0.001565,0,0
34.799999,0.939448,0.939403,-0.001575,0,0
35.000000,0.939125,0.939086,-0.001584,0,0
35.200001,0.938801,0.938767,-0.001592,0,0
35.400002,0.938476,0.938447,-0.001599,0,0
35.599998,0.938150,0.938126,-0.001605,0,0
35.799999,0.937824,0.937804,-0.001609,0,0
36.000000,0.937498,0.937481,-0.001614,0,0
36.200001,0.937171,0.937157,-0.001617,0,0
36.400002,0.936844,0.936833,-0.001620,0,0
36.599998,0.936517,0.936508,-0.001622,0,0
36.799999,0.936189,0.936183,-0.001624,0,0
37.000000,0.935862,0.935858,-0.001625,0,0
37.200001,0.935535,0.935532,-0.001626,0,0
37.400002,0.935208,0.935207,-0.001626,0,0
37.599998,0.934881,0.934881,-0.001627,0,0
37.799999,0.934554,0.934556,-0.001626,0,0
38.000000,0.934227,0.934230,-0.001626,0,0
38.200001,0.933901,0.933905,-0.001626,0,0
38.400002,0.933575,0.933580,-0.001625,0,0
38.599998,0.933249,0.933255,-0.001624,0,0
38.799999,0.932923,0.932930,-0.001623,0,0
39.000000,0.932598,0.932605,-0.001621,0,0
39.200001,0.932274,0.932281,-0.001620,0,0
39.400002,0.931949,0.931957,-0.001619,0,0
39.599998,0.931625,0.931634,-0.001617,0,0
39.799999,0.931302,0.931310,-0.001615,0,0
40.000000,0.930979,0.930987,-0.001614,0,0
40.200001,0.930656,0.930665,-0.001612,0,0
40.400002,0.930333,0.930343,-0.001610,0,0
40.599998,0.930011,0.930021,-0.001608,0,0
40.799999,0.929690,0.929699,-0.001606,0,0
41.000000,0.929369,0.929378,-0.001605,0,0
41.200001,0.929048,0.929057,-0.001603,0,0
41.400002,0.928728,0.928737,-0.001601,0,0
41.599998,0.928408,0.928417,-0.001599,0,0
41.799999,0.928088,0.928097,-0.001597,0,0
42.000000,0.927769,0.927778,-0.001596,0,0
42.200001,0.927450,0.927459,-0.001594,0,0
42.400002,0.927132,0.927141,-0.001592,0,0
42.599998,0.926814,0.926822,-0.001590,0,0
42.799999,0.926496,0.926504,-0.001589,0,0
43.000000,0.926179,0.926187,-0.001587,0,0
43.200001,0.925862,0.925870,-0.001586,0,0
43.400002,0.925545,0.925553,-0.001584,0,0
43.599998,0.925229,0.925236,-0.001583,0,0
43.799999,0.924913,0.924920,-0.001581,0,0
44.000000,0.924597,0.924604,-0.001580,0,0
44.200001,0.924282,0.924288,-0.001578,0,0
44.400002,0.923966,0.923973,-0.001577,0,0
44.599998,0.923651,0.923657,-0.001576,0,0
44.799999,0.923337,0.923342,-0.001575,0,0
45.000000,0.923022,0.923028,-0.001574,0,0
45.200001,0.922708,0.922713,-0.001573,0,0
45.400002,0.922394,0.922399,-0.001572,0,0
45.599998,0.922080,0.922084,-0.001571,0,0
45.799999,0.921766,0.921770,-0.001570,0,0
46.000000,0.921453,0.921457,-0.001569,0,0
46.200001,0.921139,0.921143,-0.001568,0,0
46.400002,0.920826,0.920829,-0.001568,0,0
46.599998,0.920513,0.920516,-0.001567,0,0
46.799999,0.920200,0.920203,-0.001566,0,0
47.000000,0.919887,0.919890,-0.001566,0,0
47.200001,0.919574,0.919577,-0.001565,0,0
47.400002,0.919262,0.919264,-0.001565,0,0
47.599998,0.918949,0.918951,-0.001564,0,0
47.799999,0.918637,0.918638,-0.001564,0,0
48.000000,0.918324,0.918325,-0.001564,0,0
48.200001,0.918012,0.918013,-0.001564,0,0
48.400002,0.917699,0.917700,-0.001564,0,0
48.599998,0.917387,0.917387,-0.001563,0,0
48.799999,0.917075,0.917075,-0.001563,0,0
49.000000,0.916762,0.916762,-0.001563,0,0
49.200001,0.916450,0.916449,-0.001564,0,0
49.400002,0.916137,0.916137,-0.001564,0,0
49.599998,0.915825,0.915824,-0.001564,0,0
49.799999,0.915512,0.915511,-0.001564,0,0
50.000000,0.915200,0.915198,-0.001564,0,0
50.200001,0.914887,0.914886,-0.001565,0,0
50.400002,0.914574,0.914573,-0.001565,0,0
50.599998,0.914262,0.914260,-0.001565,0,0
50.799999,0.913949,0.913947,-0.001566,0,0
51.000000,0.913636,0.913633,-0.001566,0,0
51.200001,0.913323,0.913320,-0.001567,0,0
51.400002,0.913010,0.913007,-0.001567,0,0
51.599998,0.912696,0.912693,-0.001568,0,0
51.799999,0.912383,0.912380,-0.001569,0,0
52.000000,0.912069,0.912066,-0.001569,0,0
52.200001,0.911756,0.911752,-0.001570,0,0
52.400002,0.911442,0.911438,-0.001571,0,0
52.599998,0.911128,0.911124,-0.001572,0,0
52.799999,0.910814,0.910809,-0.001572,0,0
53.000000,0.910499,0.910495,-0.001573,0,0
53.200001,0.910185,0.910180,-0.001574,0,0
53.400002,0.909870,0.909865,-0.001575,0,0
53.599998,0.909555,0.909550,-0.001576,0,0
53.799999,0.909240,0.909235,-0.001577,0,0
54.000000,0.908925,0.908920,-0.001578,0,0
54.200001,0.908609,0.908604,-0.001579,0,0
54.400002,0.908293,0.908288,-0.001580,0,0
54.599998,0.907977,0.907972,-0.001581,0,0
54.799999,0.907661,0.907656,-0.001582,0,0
55.000000,0.907345,0.907339,-0.001583,0,0
55.200001,0.907028,0.907022,-0.001584,0,0
55.400002,0.906711,0.906705,-0.001586,0,0
55.599998,0.906394,0.906388,-0.001587,0,0
55.799999,0.906077,0.906071,-0.001588,0,0
56.000000,0.905759,0.905753,-0.001589,0,0
56.200001,0.905441,0.905435,-0.001590,0,0
56.400002,0.905123,0.905117,-0.001592,0,0
56.599998,0.904805,0.904798,-0.001593,0,0
56.799999,0.904486,0.904480,-0.001594,0,0
57.000000,0.904167,0.904161,-0.001596,0,0
57.200001,0.903848,0.903841,-0.001597,0,0
57.400002,0.903529,0.903522,-0.001598,0,0
57.599998,0.903209,0.903202,-0.001600,0,0
57.799999,0.902889,0.902882,-0.001601,0,0
58.000000,0.902569,0.902562,-0.001602,0,0
58.200001,0.902248,0.902241,-0.001604,0,0
58.400002,0.901927,0.901920,-0.001605,0,0
58.599998,0.901606,0.901599,-0.001607,0,0
58.799999,0.901285,0.901278,-0.001608,0,0
59.000000,0.900963,0.900956,-0.001609,0,0
59.200001,0.900641,0.900634,-0.001611,0,0
59.400002,0.900319,0.900312,-0.001612,0,0
59.599998,0.899996,0.899989,-0.001614,0,0
59.799999,0.899673,0.899666,-0.001615,0,0
60.000000,0.899350,0.899343,-0.001616,0,0
60.200001,0.899027,0.899020,-0.001618,0,0
60.400002,0.898703,0.898696,-0.001619,0,0
60.599998,0.898379,0.898372,-0.001621,0,0
60.799999,0.898055,0.898048,-0.001622,0,0
61.000000,0.897730,0.897723,-0.001624,0,0
61.200001,0.897405,0.897398,-0.001625,0,0
61.400002,0.897080,0.897073,-0.001626,0,0
61.599998,0.896755,0.896748,-0.001628,0,0
61.799999,0.896429,0.896422,-0.001629,0,0
62.000000,0.896103,0.896096,-0.001631,0,0
62.200001,0.895777,0.895770,-0.001632,0,0
62.400002,0.895450,0.895443,-0.001633,0,0
62.599998,0.895123,0.895116,-0.001635,0,0
62.799999,0.894796,0.894789,-0.001636,0,0
63.000000,0.894469,0.894462,-0.001637,0,0
63.200001,0.894141,0.894134,-0.001639,0,0
63.400002,0.893813,0.893806,-0.001640,0,0
63.599998,0.893485,0.893478,-0.001641,0,0
63.799999,0.893157,0.893150,-0.001643,0,0
64.000000,0.892828,0.892821,-0.001644,0,0
64.199997,0.892499,0.892492,-0.001645,0,0
64.400002,0.892169,0.892163,-0.001647,0,0
64.599998,0.891840,0.891834,-0.001648,0,0
64.800003,0.891510,0.891504,-0.001649,0,0
65.000000,0.891180,0.891174,-0.001651,0,0
65.199997,0.890850,0.890844,-0.001652,0,0
65.400002,0.890519,0.890513,-0.001653,0,0
65.599998,0.890188,0.890182,-0.001654,0,0
65.800003,0.889857,0.889851,-0.001655,0,0
66.000000,0.889526,0.889520,-0.001656,0,0
66.199997,0.889194,0.889189,-0.001658,0,0
66.400002,0.888863,0.888857,-0.001659,0,0
66.599998,0.888531,0.888525,-0.001660,0,0
66.800003,0.888199,0.888193,-0.001661,0,0
67.000000,0.887866,0.887861,-0.001662,0,0
67.199997,0.887533,0.887528,-0.001663,0,0
67.400002,0.887201,0.887195,-0.001664,0,0
67.599998,0.886868,0.886862,-0.001665,0,0
67.800003,0.886534,0.886529,-0.001666,0,0
68.000000,0.886201,0.886196,-0.001667,0,0
68.199997,0.885867,0.885862,-0.001668,0,0
68.400002,0.885533,0.885529,-0.001669,0,0
68.599998,0.885199,0.885195,-0.001670,0,0
68.800003,0.884865,0.884860,-0.001671,0,0
69.000000,0.884530,0.884526,-0.001672,0,0
69.199997,0.884196,0.884192,-0.001673,0,0
69.400002,0.883861,0.883857,-0.001673,0,0
69.599998,0.883526,0.883522,-0.001674,0,0
69.800003,0.883191,0.883187,-0.001675,0,0
70.000000,0.882856,0.882852,-0.001676,0,0
70.199997,0.882520,0.882517,-0.001676,0,0
70.400002,0.882185,0.882182,-0.001677,0,0
70.599998,0.881849,0.881846,-0.001678,0,0
70.800003,0.881513,0.881510,-0.001678,0,0
71.000000,0.881178,0.881175,-0.001679,0,0
71.199997,0.880841,0.880839,-0.001679,0,0
71.400002,0.880505,0.880503,-0.001680,0,0
71.599998,0.880169,0.880167,-0.001680,0,0
71.800003,0.879833,0.879831,-0.001680,0,0
72.000000,0.879496,0.879495,-0.001681,0,0
72.199997,0.879160,0.879159,-0.001681,0,0
72.400002,0.878823,0.878822,-0.001681,0,0
72.599998,0.878486,0.878486,-0.001681,0,0
72.800003,0.878149,0.878150,-0.001681,0,0
73.000000,0.877812,0.877813,-0.001681,0,0
73.199997,0.877475,0.877477,-0.001680,0,0
73.400002,0.877138,0.877141,-0.001680,0,0
73.599998,0.876801,0.876805,-0.001679,0,0
73.800003,0.876464,0.876469,-0.001678,0,0
74.000000,0.876127,0.876133,-0.001676,0,0
74.199997,0.875790,0.875798,-0.001674,0,0
74.400002,0.875452,0.875463,-0.001672,0,0
74.599998,0.875115,0.875128,-0.001669,0,0
74.800003,0.874778,0.874794,-0.001666,0,0
75.000000,0.874441,0.874461,-0.001661,0,0
75.199997,0.874103,0.874128,-0.001656,0,0
75.400002,0.873766,0.873796,-0.001649,0,0
75.599998,0.873429,0.873466,-0.001641,0,0
75.800003,0.873091,0.873137,-0.001631,0,0
76.000000,0.872754,0.872809,-0.001619,0,0
76.199997,0.872417,0.872484,-0.001604,0,0
76.400002,0.872079,0.872162,-0.001586,0,0
76.599998,0.871742,0.871843,-0.001564,0,0
76.800003,0.871405,0.871528,-0.001537,0,0
77.000000,0.871068,0.871218,-0.001504,0,0
77.199997,0.870731,0.870914,-0.001463,0,0
77.400002,0.870394,0.870618,-0.001414,0,0
77.599998,0.870057,0.870330,-0.001354,0,0
77.800003,0.869720,0.870053,-0.001280,0,0
78.000000,0.869384,0.869790,-0.001191,0,0
78.199997,0.869047,0.869543,-0.001082,0,0
78.400002,0.868710,0.869316,-0.000948,0,0
78.599998,0.868374,0.869113,-0.000785,0,0
78.800003,0.868038,0.868940,-0.000588,0,0
79.000000,0.867701,0.868804,-0.000352,0,0
79.199997,0.867365,0.868711,-0.000077,0,0
79.400002,0.867029,0.868672,0.000236,0,0
79.599998,0.866694,0.868700,0.000582,0,0
79.800003,0.866358,0.868808,0.000952,0,0
80.000000,0.866022,0.869014,0.001336,0,0
80.199997,0.866825,0.869340,0.001719,0,0
80.400002,0.867730,0.869767,0.002088,0,0
80.599998,0.868635,0.870276,0.002431,0,0
80.800003,0.869535,0.870851,0.002738,0,0
81.000000,0.870428,0.871479,0.003005,0,0
81.199997,0.871315,0.872149,0.003230,0,0
81.400002,0.872196,0.872852,0.003415,0,0
81.599998,0.873071,0.873581,0.003562,0,0
81.800003,0.873940,0.874332,0.003678,0,0
82.000000,0.874803,0.875097,0.003767,0,0
82.199997,0.875659,0.875875,0.003835,0,0
82.400002,0.876510,0.876661,0.003886,0,0
82.599998,0.877356,0.877454,0.003922,0,0
82.800003,0.878195,0.878250,0.003946,0,0
83.000000,0.879028,0.879049,0.003962,0,0
83.199997,0.879856,0.879848,0.003969,0,0
83.400002,0.880678,0.880647,0.003970,0,0
83.599998,0.881495,0.881445,0.003966,0,0
83.800003,0.882306,0.882240,0.003958,0,0
84.000000,0.883111,0.883033,0.003946,0,0
84.199997,0.883911,0.883823,0.003932,0,0
84.400002,0.884706,0.884610,0.003915,0,0
84.599998,0.885495,0.885393,0.003897,0,0
84.800003,0.886278,0.886171,0.003877,0,0
85.000000,0.887056,0.886945,0.003856,0,0
85.199997,0.887829,0.887715,0.003835,0,0
85.400002,0.888597,0.888480,0.003812,0,0
85.599998,0.889359,0.889241,0.003789,0,0
85.800003,0.890116,0.889997,0.003766,0,0
86.000000,0.890868,0.890748,0.003742,0,0
86.199997,0.891615,0.891494,0.003718,0,0
86.400002,0.892357,0.892235,0.003694,0,0
86.599998,0.893093,0.892971,0.003669,0,0
86.800003,0.893825,0.893703,0.003645,0,0
87.000000,0.894552,0.894429,0.003621,0,0
87.199997,0.895273,0.895151,0.003596,0,0
87.400002,0.895990,0.895868,0.003572,0,0
87.599998,0.896701,0.896580,0.003548,0,0
87.800003,0.897408,0.897287,0.003523,0,0
88.000000,0.898110,0.897989,0.003499,0,0
88.199997,0.898807,0.898686,0.003475,0,0
88.400002,0.899499,0.899379,0.003451,0,0
88.599998,0.900186,0.900066,0.003427,0,0
88.800003,0.900868,0.900749,0.003403,0,0
89.000000,0.901546,0.901427,0.003379,0,0
89.199997,0.902219,0.902100,0.003355,0,0
89.400002,0.902887,0.902769,0.003331,0,0
89.599998,0.903550,0.903433,0.003308,0,0
89.800003,0.904209,0.904092,0.003284,0,0
90.000000,0.904863,0.904746,0.003261,0,0
90.199997,0.905512,0.905396,0.003237,0,0
90.400002,0.906157,0.906041,0.003214,0,0
90.599998,0.906797,0.906682,0.003191,0,0
90.800003,0.907433,0.907317,0.003168,0,0
91.000000,0.908063,0.907948,0.003144,0,0
91.199997,0.908690,0.908575,0.003121,0,0
91.400002,0.909311,0.909197,0.003098,0,0
91.599998,0.909928,0.909814,0.003076,0,0
91.800003,0.910541,0.910427,0.003053,0,0
92.000000,0.911149,0.911035,0.003030,0,0
92.199997,0.911752,0.911639,0.003007,0,0
92.400002,0.912351,0.912238,0.002984,0,0
92.599998,0.912946,0.912832,0.002961,0,0
92.800003,0.913536,0.913423,0.002939,0,0
93.000000,0.914121,0.914008,0.002916,0,0
93.199997,0.914702,0.914589,0.002893,0,0
93.400002,0.915278,0.915165,0.002871,0,0
93.599998,0.915850,0.915737,0.002848,0,0
93.800003,0.916417,0.916304,0.002825,0,0
94.000000,0.916980,0.916867,0.002803,0,0
94.199997,0.917538,0.917425,0.002780,0,0
94.400002,0.918092,0.917979,0.002757,0,0
94.599998,0.918641,0.918528,0.002735,0,0
94.800003,0.919186,0.919073,0.002712,0,0
95.000000,0.919726,0.919613,0.002689,0,0
95.199997,0.920262,0.920149,0.002667,0,0
95.400002,0.920794,0.920680,0.002644,0,0
95.599998,0.921320,0.921206,0.002621,0,0
95.800003,0.921842,0.921728,0.002598,0,0
96.000000,0.922360,0.922246,0.002575,0,0
96.199997,0.922873,0.922759,0.002552,0,0
96.400002,0.923382,0.923267,0.002529,0,0
96.599998,0.923886,0.923770,0.002506,0,0
96.800003,0.924385,0.924269,0.002483,0,0
97.000000,0.924880,0.924764,0.002459,0,0
97.199997,0.925370,0.925253,0.002436,0,0
97.400002,0.925855,0.925738,0.002413,0,0
97.599998,0.926336,0.926219,0.002389,0,0
97.800003,0.926812,0.926694,0.002365,0,0
98.000000,0.927284,0.927165,0.002342,0,0
98.199997,0.927750,0.927631,0.002318,0,0
98.400002,0.928212,0.928092,0.002294,0,0
98.599998,0.928669,0.928549,0.002269,0,0
98.800003,0.929122,0.929000,0.002245,0,0
99.000000,0.929569,0.929447,0.002221,0,0
99.199997,0.930012,0.929889,0.002196,0,0
99.400002,0.930450,0.930326,0.002171,0,0
99.599998,0.930883,0.930758,0.002146,0,0
99.800003,0.931310,0.931185,0.002121,0,0
100.000000,0.931733,0.931606,0.002096,0,0
100.199997,0.932151,0.932023,0.002070,0,0
100.400002,0.932564,0.932435,0.002044,0,0
100.599998,0.932971,0.932841,0.002018,0,0
100.800003,0.933374,0.933243,0.001992,0,0
101.000000,0.933771,0.933638,0.001965,0,0
101.199997,0.934163,0.934029,0.001938,0,0
101.400002,0.934550,0.934414,0.001911,0,0
101.599998,0.934931,0.934794,0.001884,0,0
101.800003,0.935307,0.935169,0.001856,0,0
102.000000,0.935677,0.935537,0.001828,0,0
102.199997,0.936042,0.935901,0.001800,0,0
102.400002,0.936401,0.936258,0.001771,0,0
102.599998,0.936755,0.936610,0.001742,0,0
102.800003,0.937103,0.936956,0.001713,0,0
103.000000,0.937445,0.937296,0.001683,0,0
103.199997,0.937781,0.937630,0.001653,0,0
103.400002,0.938111,0.937958,0.001623,0,0
103.599998,0.938435,0.938280,0.001592,0,0
103.800003,0.938753,0.938595,0.001560,0,0
104.000000,0.939065,0.938905,0.001528,0,0
104.199997,0.939370,0.939208,0.001496,0,0
104.400002,0.939669,0.939504,0.001463,0,0
104.599998,0.939961,0.939794,0.001429,0,0
104.800003,0.940247,0.940077,0.001395,0,0
105.000000,0.940526,0.940353,0.001361,0,0
105.199997,0.940799,0.940622,0.001325,0,0
105.400002,0.941064,0.940884,0.001289,0,0
105.599998,0.941322,0.941139,0.001253,0,0
105.800003,0.941573,0.941387,0.001216,0,0
106.000000,0.941817,0.941627,0.001178,0,0
106.199997,0.942053,0.941859,0.001139,0,0
106.400002,0.942282,0.942084,0.001100,0,0
106.599998,0.942502,0.942301,0.001059,0,0
106.800003,0.942715,0.942509,0.001018,0,0
107.000000,0.942920,0.942709,0.000976,0,0
107.199997,0.943116,0.942901,0.000933,0,0
107.400002,0.943305,0.943085,0.000890,0,0
107.599998,0.943484,0.943259,0.000845,0,0
107.800003,0.943655,0.943425,0.000799,0,0
108.000000,0.943816,0.943581,0.000752,0,0
108.199997,0.943969,0.943728,0.000704,0,0
108.400002,0.944112,0.943865,0.000655,0,0
108.599998,0.944245,0.943992,0.000604,0,0
108.800003,0.944369,0.944109,0.000552,0,0
109.000000,0.944482,0.944215,0.000499,0,0
109.199997,0.944585,0.944311,0.000445,0,0
109.400002,0.944677,0.944396,0.000389,0,0
109.599998,0.944758,0.944469,0.000331,0,0
109.800003,0.944828,0.944531,0.000272,0,0
110.000000,0.944887,0.944581,0.000211,0,0
110.199997,0.944933,0.944619,0.000148,0,0
110.400002,0.944968,0.944644,0.000084,0,0
110.599998,0.944990,0.944656,0.000018,0,0
110.800003,0.944998,0.944655,-0.000051,0,0
111.000000,0.944994,0.944640,-0.000121,0,0
111.199997,0.944976,0.944611,-0.000194,0,0
111.400002,0.944944,0.944567,-0.000269,0,0
111.599998,0.944897,0.944508,-0.000346,0,0
111.800003,0.944835,0.944433,-0.000426,0,0
112.000000,0.944758,0.944343,-0.000509,0,0
112.199997,0.944664,0.944235,-0.000594,0,0
112.400002,0.944555,0.944111,-0.000682,0,0
112.599998,0.944428,0.943968,-0.000774,0,0
112.800003,0.944283,0.943807,-0.000868,0,0
113.000000,0.944120,0.943627,-0.000966,0,0
113.199997,0.943938,0.943428,-0.001068,0,0
113.400002,0.943737,0.943208,-0.001173,0,0
113.599998,0.943515,0.942966,-0.001282,0,0
113.800003,0.943273,0.942703,-0.001395,0,0
