t,I_fixed,I_smooth,slope,dx,dy
30.200001,0.929753,0.929937,-0.003224,0,0
30.400000,0.929090,0.929292,-0.003189,0,0
30.600000,0.928439,0.928654,-0.003151,0,0
30.799999,0.927800,0.928026,-0.003109,0,0
31.000000,0.927172,0.927407,-0.003065,0,0
31.200001,0.926555,0.926797,-0.003019,0,0
31.400000,0.925950,0.926196,-0.002972,0,0
31.600000,0.925356,0.925606,-0.002924,0,0
31.799999,0.924774,0.925026,-0.002874,0,0
32.000000,0.924202,0.924455,-0.002825,0,0
32.200001,0.923642,0.923895,-0.002775,0,0
32.400002,0.923092,0.923346,-0.002725,0,0
32.599998,0.922554,0.922806,-0.002674,0,0
32.799999,0.922026,0.922276,-0.002624,0,0
33.000000,0.921508,0.921757,-0.002575,0,0
33.200001,0.921001,0.921247,-0.002525,0,0
33.400002,0.920504,0.920747,-0.002477,0,0
33.599998,0.920016,0.920257,-0.002428,0,0
33.799999,0.919539,0.919777,-0.002380,0,0
34.000000,0.919072,0.919307,-0.002333,0,0
34.200001,0.918614,0.918845,-0.002286,0,0
34.400002,0.918165,0.918393,-0.002240,0,0
34.599998,0.917726,0.917950,-0.002195,0,0
34.799999,0.917296,0.917517,-0.002150,0,0
35.000000,0.916874,0.917092,-0.002106,0,0
35.200001,0.916462,0.916675,-0.002063,0,0
35.400002,0.916058,0.916268,-0.002021,0,0
35.599998,0.915662,0.915869,-0.001979,0,0
35.799999,0.915275,0.915478,-0.001938,0,0
36.000000,0.914896,0.915095,-0.001898,0,0
36.200001,0.914525,0.914720,-0.001858,0,0
36.400002,0.914161,0.914353,-0.001819,0,0
36.599998,0.913806,0.913994,-0.001781,0,0
36.799999,0.913457,0.913642,-0.001744,0,0
37.000000,0.913117,0.913297,-0.001707,0,0
37.200001,0.912783,0.912960,-0.001671,0,0
37.400002,0.912456,0.912630,-0.001636,0,0
37.599998,0.912137,0.912307,-0.001601,0,0
37.799999,0.911824,0.911991,-0.001567,0,0
38.000000,0.911518,0.911682,-0.001534,0,0
38.200001,0.911218,0.911379,-0.001501,0,0
38.400002,0.910925,0.911082,-0.001469,0,0
38.599998,0.910638,0.910792,-0.001438,0,0
38.799999,0.910357,0.910508,-0.001407,0,0
39.000000,0.910083,0.910231,-0.001377,0,0
39.200001,0.909814,0.909959,-0.001348,0,0
39.400002,0.909550,0.909692,-0.001319,0,0
39.599998,0.909293,0.909432,-0.001291,0,0
39.799999,0.909041,0.909177,-0.001263,0,0
40.000000,0.908795,0.908928,-0.001236,0,0
40.200001,0.908553,0.908684,-0.001210,0,0
40.400002,0.908317,0.908445,-0.001184,0,0
40.599998,0.908086,0.908211,-0.001158,0,0
40.799999,0.907860,0.907983,-0.001133,0,0
41.000000,0.907639,0.907759,-0.001109,0,0
41.200001,0.907423,0.907540,-0.001085,0,0
41.400002,0.907211,0.907326,-0.001062,0,0
41.599998,0.907004,0.907117,-0.001039,0,0
41.799999,0.906801,0.906912,-0.001016,0,0
42.000000,0.906603,0.906711,-0.000994,0,0
42.200001,0.906409,0.906515,-0.000973,0,0
42.400002,0.906219,0.906323,-0.000952,0,0
42.599998,0.906034,0.906135,-0.000931,0,0
42.799999,0.905852,0.905951,-0.000911,0,0
43.000000,0.905674,0.905771,-0.000891,0,0
43.200001,0.905501,0.905595,-0.000872,0,0
43.400002,0.905330,0.905423,-0.000853,0,0
43.599998,0.905164,0.905255,-0.000835,0,0
43.799999,0.905001,0.905090,-0.000817,0,0
44.000000,0.904842,0.904929,-0.000799,0,0
44.200001,0.904686,0.904771,-0.000782,0,0
44.400002,0.904534,0.904617,-0.000765,0,0
44.599998,0.904385,0.904466,-0.000748,0,0
44.799999,0.904239,0.904319,-0.000732,0,0
45.000000,0.904096,0.904174,-0.000716,0,0
45.200001,0.903956,0.904033,-0.000700,0,0
45.400002,0.903820,0.903895,-0.000685,0,0
45.599998,0.903686,0.903759,-0.000670,0,0
45.799999,0.903556,0.903627,-0.000656,0,0
46.000000,0.903428,0.903498,-0.000642,0,0
46.200001,0.903303,0.903371,-0.000628,0,0
46.400002,0.903180,0.903247,-0.000614,0,0
46.599998,0.903060,0.903126,-0.000601,0,0
46.799999,0.902943,0.903008,-0.000588,0,0
47.000000,0.902829,0.902892,-0.000575,0,0
47.200001,0.902717,0.902778,-0.000562,0,0
47.400002,0.902607,0.902667,-0.000550,0,0
47.599998,0.902500,0.902559,-0.000538,0,0
47.799999,0.902395,0.902453,-0.000526,0,0
48.000000,0.902292,0.902349,-0.000515,0,0
48.200001,0.902192,0.902247,-0.000504,0,0
48.400002,0.902094,0.902148,-0.000493,0,0
48.599998,0.901998,0.902051,-0.000482,0,0
48.799999,0.901904,0.901955,-0.000471,0,0
49.000000,0.901812,0.901862,-0.000461,0,0
49.200001,0.901722,0.901771,-0.000451,0,0
49.400002,0.901634,0.901682,-0.000441,0,0
49.599998,0.901548,0.901595,-0.000432,0,0
49.799999,0.901464,0.901510,-0.000422,0,0
50.000000,0.901381,0.901427,-0.000413,0,0
50.200001,0.901301,0.901345,-0.000404,0,0
50.400002,0.901222,0.901265,-0.000395,0,0
50.599998,0.901145,0.901187,-0.000387,0,0
50.799999,0.901070,0.901111,-0.000378,0,0
51.000000,0.900996,0.901037,-0.000370,0,0
51.200001,0.900924,0.900964,-0.000362,0,0
51.400002,0.900853,0.900892,-0.000354,0,0
51.599998,0.900784,0.900822,-0.000346,0,0
51.799999,0.900717,0.900754,-0.000339,0,0
52.000000,0.900651,0.900687,-0.000331,0,0
52.200001,0.900586,0.900622,-0.000324,0,0
52.400002,0.900523,0.900558,-0.000317,0,0
52.599998,0.900461,0.900495,-0.000310,0,0
52.799999,0.900401,0.900434,-0.000303,0,0
53.000000,0.900342,0.900374,-0.000297,0,0
53.200001,0.900284,0.900316,-0.000290,0,0
53.400002,0.900227,0.900258,-0.000284,0,0
53.599998,0.900172,0.900202,-0.000278,0,0
53.799999,0.900118,0.900148,-0.000272,0,0
54.000000,0.900065,0.900094,-0.000266,0,0
54.200001,0.900013,0.900041,-0.000260,0,0
54.400002,0.899962,0.899990,-0.000254,0,0
54.599998,0.899913,0.899940,-0.000249,0,0
54.799999,0.899864,0.899891,-0.000243,0,0
55.000000,0.899817,0.899843,-0.000238,0,0
55.200001,0.899770,0.899796,-0.000233,0,0
55.400002,0.899725,0.899750,-0.000228,0,0
55.599998,0.899680,0.899705,-0.000223,0,0
55.799999,0.899637,0.899661,-0.000218,0,0
56.000000,0.899595,0.899618,-0.000213,0,0
56.200001,0.899553,0.899576,-0.000209,0,0
56.400002,0.899512,0.899535,-0.000204,0,0
56.599998,0.899473,0.899495,-0.000199,0,0
56.799999,0.899434,0.899455,-0.000195,0,0
57.000000,0.899396,0.899417,-0.000191,0,0
57.200001,0.899358,0.899379,-0.000187,0,0
57.400002,0.899322,0.899342,-0.000183,0,0
57.599998,0.899286,0.899306,-0.000179,0,0
57.799999,0.899252,0.899271,-0.000175,0,0
58.000000,0.899218,0.899236,-0.000171,0,0
58.200001,0.899184,0.899203,-0.000167,0,0
58.400002,0.899152,0.899170,-0.000164,0,0
58.599998,0.899120,0.899137,-0.000160,0,0
58.799999,0.899089,0.899106,-0.000156,0,0
59.000000,0.899058,0.899075,-0.000153,0,0
59.200001,0.899028,0.899045,-0.000150,0,0
59.400002,0.898999,0.899015,-0.000146,0,0
59.599998,0.898971,0.898986,-0.000143,0,0
59.799999,0.898943,0.898958,-0.000140,0,0
60.000000,0.898915,0.898930,-0.000137,0,0
60.200001,0.898889,0.898903,-0.000134,0,0
60.400002,0.898862,0.898877,-0.000131,0,0
60.599998,0.898837,0.898851,-0.000128,0,0
60.799999,0.898812,0.898826,-0.000126,0,0
61.000000,0.898787,0.898801,-0.000123,0,0
61.200001,0.898763,0.898777,-0.000120,0,0
61.400002,0.898740,0.898753,-0.000117,0,0
61.599998,0.898717,0.898730,-0.000115,0,0
61.799999,0.898695,0.898707,-0.000112,0,0
62.000000,0.898673,0.898685,-0.000110,0,0
62.200001,0.898651,0.898663,-0.000108,0,0
62.400002,0.898630,0.898642,-0.000105,0,0
62.599998,0.898610,0.898621,-0.000103,0,0
62.799999,0.898590,0.898601,-0.000101,0,0
63.000000,0.898570,0.898581,-0.000098,0,0
63.200001,0.898551,0.898562,-0.000096,0,0
63.400002,0.898532,0.898543,-0.000094,0,0
63.599998,0.898514,0.898524,-0.000092,0,0
63.799999,0.898496,0.898506,-0.000090,0,0
64.000000,0.898479,0.898488,-0.000088,0,0
64.199997,0.898461,0.898471,-0.000086,0,0
64.400002,0.898445,0.898454,-0.000084,0,0
64.599998,0.898428,0.898437,-0.000082,0,0
64.800003,0.898412,0.898421,-0.000081,0,0
65.000000,0.898396,0.898405,-0.000079,0,0
65.199997,0.898381,0.898389,-0.000077,0,0
65.400002,0.898366,0.898374,-0.000075,0,0
65.599998,0.898351,0.898359,-0.000074,0,0
65.800003,0.898337,0.898345,-0.000072,0,0
66.000000,0.898323,0.898331,-0.000071,0,0
66.199997,0.898309,0.898317,-0.000069,0,0
66.400002,0.898296,0.898303,-0.000068,0,0
66.599998,0.898282,0.898290,-0.000066,0,0
66.800003,0.898269,0.898277,-0.000065,0,0
67.000000,0.898257,0.898264,-0.000063,0,0
67.199997,0.898245,0.898251,-0.000062,0,0
67.400002,0.898232,0.898239,-0.000061,0,0
67.599998,0.898221,0.898227,-0.000059,0,0
67.800003,0.898209,0.898216,-0.000058,0,0
68.000000,0.898198,0.898204,-0.000057,0,0
68.199997,0.898187,0.898193,-0.000055,0,0
68.400002,0.898176,0.898182,-0.000054,0,0
68.599998,0.898165,0.898171,-0.000053,0,0
68.800003,0.898155,0.898161,-0.000052,0,0
69.000000,0.898145,0.898151,-0.000051,0,0
69.199997,0.898135,0.898141,-0.000049,0,0
69.400002,0.898125,0.898131,-0.000048,0,0
69.599998,0.898116,0.898121,-0.000047,0,0
69.800003,0.898107,0.898112,-0.000046,0,0
70.000000,0.898098,0.898103,-0.000045,0,0
70.199997,0.898089,0.898094,-0.000044,0,0
70.400002,0.898080,0.898085,-0.000043,0,0
70.599998,0.898072,0.898077,-0.000042,0,0
70.800003,0.898063,0.898068,-0.000041,0,0
71.000000,0.898055,0.898060,-0.000040,0,0
71.199997,0.898047,0.898052,-0.000039,0,0
71.400002,0.898040,0.898045,-0.000038,0,0
71.599998,0.898032,0.898037,-0.000037,0,0
71.800003,0.898025,0.898030,-0.000036,0,0
72.000000,0.898017,0.898023,-0.000034,0,0
72.199997,0.898010,0.898016,-0.000033,0,0
72.400002,0.898003,0.898010,-0.000032,0,0
72.599998,0.897997,0.898003,-0.000030,0,0
72.800003,0.897990,0.897997,-0.000029,0,0
73.000000,0.897983,0.897991,-0.000027,0,0
73.199997,0.897977,0.897986,-0.000025,0,0
73.400002,0.897971,0.897981,-0.000023,0,0
73.599998,0.897965,0.897976,-0.000021,0,0
73.800003,0.897959,0.897972,-0.000018,0,0
74.000000,0.897953,0.897968,-0.000014,0,0
74.199997,0.897947,0.897965,-0.000011,0,0
74.400002,0.897942,0.897963,-0.000006,0,0
74.599998,0.897936,0.897961,-0.000001,0,0
74.800003,0.897931,0.897961,0.000006,0,0
75.000000,0.897926,0.897962,0.000014,0,0
75.199997,0.897921,0.897964,0.000023,0,0
75.400002,0.897916,0.897968,0.000035,0,0
75.599998,0.897911,0.897973,0.000048,0,0
75.800003,0.897906,0.897982,0.000065,0,0
76.000000,0.897901,0.897993,0.000085,0,0
76.199997,0.897897,0.898009,0.000110,0,0
76.400002,0.897892,0.898028,0.000140,0,0
76.599998,0.897888,0.898053,0.000176,0,0
76.800003,0.897884,0.898085,0.000220,0,0
77.000000,0.897880,0.898125,0.000274,0,0
77.199997,0.897875,0.898175,0.000340,0,0
77.400002,0.897871,0.898236,0.000421,0,0
77.599998,0.897868,0.898312,0.000519,0,0
77.800003,0.897864,0.898407,0.000638,0,0
78.000000,0.897860,0.898523,0.000784,0,0
78.199997,0.897856,0.898665,0.000962,0,0
78.400002,0.897853,0.898840,0.001180,0,0
78.599998,0.897849,0.899055,0.001446,0,0
78.800003,0.897846,0.899318,0.001767,0,0
79.000000,0.897842,0.899640,0.002151,0,0
79.199997,0.897839,0.900034,0.002596,0,0
79.400002,0.897836,0.900516,0.003101,0,0
79.599998,0.897833,0.901106,0.003654,0,0
79.800003,0.897830,0.901828,0.004240,0,0
80.000000,0.897827,0.902709,0.004837,0,0
80.199997,0.899843,0.903787,0.005421,0,0
80.400002,0.902014,0.905023,0.005967,0,0
80.599998,0.904143,0.906379,0.006454,0,0
80.800003,0.906220,0.907826,0.006868,0,0
81.000000,0.908245,0.909337,0.007200,0,0
81.199997,0.910220,0.910891,0.007449,0,0
81.400002,0.912144,0.912473,0.007618,0,0
81.599998,0.914018,0.914068,0.007715,0,0
81.800003,0.915842,0.915665,0.007751,0,0
82.000000,0.917617,0.917254,0.007737,0,0
82.199997,0.919344,0.918829,0.007681,0,0
82.400002,0.921021,0.920384,0.007592,0,0
82.599998,0.922650,0.921913,0.007476,0,0
82.800003,0.924231,0.923412,0.007337,0,0
83.000000,0.925765,0.924879,0.007180,0,0
83.199997,0.927251,0.926310,0.007008,0,0
83.400002,0.928689,0.927703,0.006824,0,0
83.599998,0.930080,0.929057,0.006629,0,0
83.800003,0.931425,0.930369,0.006426,0,0
84.000000,0.932722,0.931639,0.006216,0,0
84.199997,0.933972,0.932866,0.006000,0,0
84.400002,0.935175,0.934048,0.005778,0,0
84.599998,0.936331,0.935185,0.005552,0,0
84.800003,0.937440,0.936276,0.005321,0,0
85.000000,0.938502,0.937321,0.005086,0,0
85.199997,0.939516,0.938318,0.004847,0,0
85.400002,0.940483,0.939267,0.004605,0,0
85.599998,0.941401,0.940167,0.004358,0,0
85.800003,0.942271,0.941017,0.004107,0,0
86.000000,0.943092,0.941818,0.003852,0,0
86.199997,0.943864,0.942567,0.003592,0,0
86.400002,0.944585,0.943264,0.003328,0,0
86.599998,0.945255,0.943908,0.003058,0,0
86.800003,0.945874,0.944498,0.002782,0,0
87.000000,0.946441,0.945033,0.002500,0,0
87.199997,0.946954,0.945511,0.002211,0,0
87.400002,0.947412,0.945931,0.001914,0,0
87.599998,0.947815,0.946292,0.001609,0,0
87.800003,0.948160,0.946592,0.001295,0,0
88.000000,0.948447,0.946829,0.000971,0,0
88.199997,0.948673,0.947000,0.000636,0,0
88.400002,0.948837,0.947105,0.000289,0,0
88.599998,0.948937,0.947140,-0.000070,0,0
88.800003,0.948971,0.947103,-0.000444,0,0
89.000000,0.948936,0.946992,-0.000833,0,0
89.199997,0.948830,0.946802,-0.001238,0,0
89.400002,0.948650,0.946530,-0.001661,0,0
89.599998,0.948392,0.946174,-0.002104,0,0
89.800003,0.948054,0.945729,-0.002568,0,0
90.000000,0.947631,0.945190,-0.003055,0,0
90.199997,0.947119,0.944553,-0.003567,0,0
90.400002,0.946515,0.943814,-0.004106,0,0
90.599998,0.945813,0.942966,-0.004673,0,0
90.800003,0.945008,0.942004,-0.005271,0,0
91.000000,0.944095,0.940921,-0.005903,0,0
91.199997,0.943067,0.939711,-0.006571,0,0
91.400002,0.941917,0.938366,-0.007276,0,0
91.599998,0.940638,0.936878,-0.008023,0,0
91.800003,0.939223,0.935240,-0.008814,0,0
92.000000,0.937662,0.933442,-0.009651,0,0
92.199997,0.935947,0.931474,-0.010537,0,0
92.400002,0.934066,0.929327,-0.011475,0,0
92.599998,0.932011,0.926990,-0.012468,0,0
92.800003,0.929768,0.924451,-0.013518,0,0
93.000000,0.927325,0.921698,-0.014628,0,0
93.199997,0.924670,0.918720,-0.015800,0,0
93.400002,0.921786,0.915503,-0.017037,0,0
93.599998,0.918660,0.912035,-0.018339,0,0
93.800003,0.915276,0.908300,-0.019708,0,0
94.000000,0.911615,0.904285,-0.021144,0,0
94.199997,0.907661,0.899976,-0.022648,0,0
94.400002,0.903394,0.895358,-0.024218,0,0
94.599998,0.898797,0.890418,-0.025853,0,0
94.800003,0.893849,0.885142,-0.027550,0,0
95.000000,0.888531,0.879516,-0.029304,0,0
95.199997,0.882824,0.873529,-0.031110,0,0
95.400002,0.876709,0.867168,-0.032962,0,0
95.599998,0.870169,0.860425,-0.034852,0,0
95.800003,0.863187,0.853290,-0.036771,0,0
96.000000,0.855749,0.845759,-0.038707,0,0
96.199997,0.847844,0.837826,-0.040648,0,0
96.400002,0.839463,0.829491,-0.042582,0,0
96.599998,0.830603,0.820756,-0.044495,0,0
96.800003,0.821263,0.811626,-0.046370,0,0
97.000000,0.811450,0.802109,-0.048194,0,0
97.199997,0.801173,0.792218,-0.049949,0,0
97.400002,0.790450,0.781966,-0.051621,0,0
97.599998,0.779303,0.771375,-0.053195,0,0
97.800003,0.767761,0.760465,-0.054656,0,0
98.000000,0.755857,0.749262,-0.055991,0,0
98.199997,0.743631,0.737795,-0.057191,0,0
98.400002,0.731124,0.726093,-0.058246,0,0
98.599998,0.718383,0.714190,-0.059148,0,0
98.800003,0.705456,0.702118,-0.059893,0,0
99.000000,0.692392,0.689913,-0.060479,0,0
99.199997,0.679239,0.677608,-0.060905,0,0
99.400002,0.666044,0.665237,-0.061176,0,0
99.599998,0.652852,0.652834,-0.061294,0,0
99.800003,0.639704,0.640430,-0.061266,0,0
100.000000,0.626638,0.628056,-0.061101,0,0
100.199997,0.613687,0.615738,-0.060807,0,0
100.400002,0.600881,0.603503,-0.060396,0,0
100.599998,0.588243,0.591373,-0.059877,0,0
100.800003,0.575795,0.579368,-0.059263,0,0
101.000000,0.563552,0.567507,-0.058564,0,0
101.199997,0.551526,0.555805,-0.057791,0,0
101.400002,0.539728,0.544274,-0.056956,0,0
101.599998,0.528164,0.532926,-0.056069,0,0
101.800003,0.516837,0.521769,-0.055139,0,0
102.000000,0.505750,0.510810,-0.054174,0,0
102.199997,0.494904,0.500054,-0.053184,0,0
102.400002,0.484296,0.489505,-0.052174,0,0
102.599998,0.473925,0.479165,-0.051151,0,0
102.800003,0.463789,0.469034,-0.050121,0,0
103.000000,0.453883,0.459115,-0.049089,0,0
103.199997,0.444205,0.449406,-0.048058,0,0
103.400002,0.434749,0.439904,-0.047031,0,0
103.599998,0.425512,0.430611,-0.046013,0,0
103.800003,0.416489,0.421521,-0.045005,0,0
104.000000,0.407675,0.412634,-0.044010,0,0
104.199997,0.399066,0.403946,-0.043028,0,0
104.400002,0.390657,0.395453,-0.042061,0,0
104.599998,0.382445,0.387154,-0.041111,0,0
104.800003,0.374423,0.379042,-0.040177,0,0
105.000000,0.366588,0.371117,-0.039260,0,0
105.199997,0.358936,0.363373,-0.038361,0,0
105.400002,0.351463,0.355807,-0.037481,0,0
105.599998,0.344163,0.348416,-0.036618,0,0
105.800003,0.337034,0.341195,-0.035773,0,0
106.000000,0.330071,0.334142,-0.034946,0,0
106.199997,0.323271,0.327252,-0.034138,0,0
106.400002,0.316629,0.320521,-0.033346,0,0
106.599998,0.310142,0.313947,-0.032573,0,0
106.800003,0.303806,0.307525,-0.031817,0,0
107.000000,0.297618,0.301253,-0.031077,0,0
107.199997,0.291575,0.295127,-0.030355,0,0
107.400002,0.285672,0.289143,-0.029649,0,0
107.599998,0.279907,0.283298,-0.028959,0,0
107.800003,0.274277,0.277589,-0.028285,0,0
108.000000,0.268777,0.272014,-0.027626,0,0
108.199997,0.263407,0.266568,-0.026982,0,0
108.400002,0.258161,0.261249,-0.026354,0,0
108.599998,0.253038,0.256055,-0.025740,0,0
108.800003,0.248034,0.250981,-0.025140,0,0
109.000000,0.243147,0.246025,-0.024554,0,0
109.199997,0.238374,0.241185,-0.023982,0,0
109.400002,0.233712,0.236458,-0.023423,0,0
109.599998,0.229159,0.231841,-0.022876,0,0
109.800003,0.224712,0.227332,-0.022343,0,0
110.000000,0.220369,0.222928,-0.021822,0,0
110.199997,0.216127,0.218626,-0.021313,0,0
110.400002,0.211984,0.214425,-0.020816,0,0
110.599998,0.207938,0.210322,-0.020331,0,0
110.800003,0.203986,0.206314,-0.019857,0,0
111.000000,0.200126,0.202400,-0.019394,0,0
111.199997,0.196356,0.198578,-0.018941,0,0
111.400002,0.192674,0.194844,-0.018500,0,0
111.599998,0.189079,0.191198,-0.018068,0,0
111.800003,0.185566,0.187636,-0.017647,0,0
112.000000,0.182136,0.184158,-0.017235,0,0
112.199997,0.178786,0.180760,-0.016833,0,0
112.400002,0.175514,0.177442,-0.016441,0,0
112.599998,0.172319,0.174202,-0.016057,0,0
112.800003,0.169197,0.171037,-0.015683,0,0
113.000000,0.166149,0.167945,-0.015317,0,0
