t,heat_t0,heat_t1,heat_t2,heat_t3
27.000000,0.000000,0.000889,0.000000,0.000000
27.200001,0.000000,0.000316,0.000000,0.000000
27.400000,0.000000,0.000104,0.000000,0.000000
27.600000,0.000000,0.000032,0.000000,0.000000
27.799999,0.000000,0.000009,0.000000,0.000000
28.000000,0.000000,0.000002,0.000000,0.000000
28.200001,0.000000,0.000001,0.000000,0.000000
28.400000,0.000000,0.000000,0.000000,0.000000
28.600000,0.000000,0.000000,0.000000,0.000000
28.799999,0.000000,0.000000,0.000000,0.000000
29.000000,0.000000,0.000000,0.000000,0.000000
29.200001,0.000000,0.000000,0.000000,0.000000
29.400000,0.000000,0.000000,0.000000,0.000000
29.600000,0.000000,0.000000,0.000000,0.000000
29.799999,0.000000,0.000000,0.000000,0.000000
30.000000,0.000000,0.000000,0.000000,0.000000
30.200001,0.000000,0.000000,0.000000,0.000000
30.400000,0.000000,0.000000,0.000000,0.000000
30.600000,0.000000,0.000000,0.000000,0.000000
30.799999,0.000000,0.000000,0.000000,0.000000
31.000000,0.000000,0.000000,0.000000,0.000000
31.200001,0.000000,0.000000,0.000000,0.000000
31.400000,0.000000,0.000000,0.000000,0.000000
31.600000,0.000000,0.000000,0.000000,0.000000
31.799999,0.000000,0.000000,0.000000,0.000000
32.000000,0.000000,0.000000,0.000000,0.000000
32.200001,0.000000,0.000000,0.000000,0.000000
32.400002,0.000000,0.000000,0.000000,0.000000
32.599998,0.000000,0.000000,0.000000,0.000000
32.799999,0.000000,0.000000,0.000000,0.000000
33.000000,0.000000,0.000000,0.000000,0.000000
33.200001,0.000000,0.000000,0.000000,0.000000
33.400002,0.000000,0.000000,0.000000,0.000000
33.599998,0.000000,0.000000,0.000000,0.000000
33.799999,0.000000,0.000000,0.000000,0.000000
34.000000,0.000000,0.000000,0.000000,0.000000
34.200001,0.000000,0.000000,0.000000,0.000000
34.400002,0.000000,0.000000,0.000000,0.000000
34.599998,0.000000,0.000000,0.000000,0.000000
34.799999,0.000000,0.000000,0.000000,0.000000
35.000000,0.000000,0.000000,0.000000,0.000000
35.200001,0.000000,0.000000,0.000000,0.000000
35.400002,0.000000,0.000000,0.000000,0.000000
35.599998,0.000000,0.000000,0.000000,0.000000
35.799999,0.000000,0.000000,0.000000,0.000000
36.000000,0.000000,0.000000,0.000000,0.000000
36.200001,0.000000,0.000000,0.000000,0.000000
36.400002,0.000000,0.000000,0.000000,0.000000
36.599998,0.000000,0.000000,0.000000,0.000000
36.799999,0.000000,0.000000,0.000000,0.000000
37.000000,0.000000,0.000000,0.000000,0.000000
37.200001,0.000000,0.000000,0.000000,0.000000
37.400002,0.000000,0.000000,0.000000,0.000000
37.599998,0.000000,0.000000,0.000000,0.000000
37.799999,0.000000,0.000000,0.000000,0.000000
38.000000,0.000000,0.000000,0.000000,0.000000
38.200001,0.000000,0.000000,0.000000,0.000000
38.400002,0.000000,0.000000,0.000000,0.000000
38.599998,0.000000,0.000000,0.000000,0.000000
38.799999,0.000000,0.000000,0.000000,0.000000
39.000000,0.000000,0.000000,0.000000,0.000000
39.200001,0.000000,0.000000,0.000000,0.000000
39.400002,0.000000,0.000000,0.000000,0.000000
39.599998,0.000000,0.000000,0.000000,0.000000
39.799999,0.000000,0.000000,0.000000,0.000000
40.000000,0.000000,0.000000,0.000000,0.000000
40.200001,0.000000,0.000000,0.000000,0.000000
40.400002,0.000000,0.000000,0.000000,0.000000
40.599998,0.000000,0.000000,0.000000,0.000000
40.799999,0.000000,0.000000,0.000000,0.000000
41.000000,0.000000,0.000000,0.000000,0.000000
41.200001,0.000000,0.000000,0.000000,0.000000
41.400002,0.000000,0.000000,0.000000,0.000000
41.599998,0.000000,0.000000,0.000000,0.000000
41.799999,0.000000,0.000000,0.000000,0.000000
42.000000,0.000000,0.000000,0.000000,0.000000
42.200001,0.000000,0.000000,0.000000,0.000000
42.400002,0.000000,0.000000,0.000000,0.000000
42.599998,0.000000,0.000000,0.000000,0.000000
42.799999,0.000000,0.000000,0.000000,0.000000
43.000000,0.000000,0.000000,0.000000,0.000000
43.200001,0.000000,0.000000,0.000000,0.000000
43.400002,0.000000,0.000000,0.000000,0.000000
43.599998,0.000000,0.000000,0.000000,0.000000
43.799999,0.000000,0.000000,0.000000,0.000000
44.000000,0.000000,0.000000,0.000000,0.000000
44.200001,0.000000,0.000000,0.000000,0.000000
44.400002,0.000000,0.000000,0.000000,0.000000
44.599998,0.000000,0.000000,0.000000,0.000000
44.799999,0.000000,0.000000,0.000000,0.000000
45.000000,0.000000,0.000000,0.000000,0.000000
45.200001,0.000000,0.000000,0.000000,0.000000
45.400002,0.000000,0.000000,0.000000,0.000000
45.599998,0.000000,0.000000,0.000000,0.000000
45.799999,0.000000,0.000000,0.000000,0.000000
46.000000,0.000000,0.000000,0.000000,0.000000
46.200001,0.000000,0.000000,0.000000,0.000000
46.400002,0.000000,0.000000,0.000000,0.000000
46.599998,0.000000,0.000000,0.000000,0.000000
46.799999,0.000000,0.000000,0.000000,0.000000
47.000000,0.000000,0.000000,0.000000,0.000000
47.200001,0.000000,0.000000,0.000000,0.000000
47.400002,0.000000,0.000000,0.000000,0.000000
47.599998,0.000000,0.000000,0.000000,0.000000
47.799999,0.000000,0.000000,0.000000,0.000000
48.000000,0.000000,0.000000,0.000000,0.000000
48.200001,0.000000,0.000000,0.000000,0.000000
48.400002,0.000000,0.000000,0.000000,0.000000
48.599998,0.000000,0.000000,0.000000,0.000000
48.799999,0.000000,0.000000,0.000000,0.000000
49.000000,0.000000,0.000000,0.000000,0.000000
49.200001,0.000000,0.000000,0.000000,0.000000
49.400002,0.000000,0.000000,0.000000,0.000000
49.599998,0.000000,0.000000,0.000000,0.000000
49.799999,0.000000,0.000000,0.000000,0.000000
50.000000,0.000000,0.000000,0.000000,0.000000
50.200001,0.000000,0.000000,0.000000,0.000000
50.400002,0.000000,0.000000,0.000000,0.000000
50.599998,0.000000,0.000000,0.000000,0.000000
50.799999,0.000000,0.000000,0.000000,0.000000
51.000000,0.000000,0.000000,0.000000,0.000000
51.200001,0.000000,0.000000,0.000000,0.000000
51.400002,0.000000,0.000000,0.000000,0.000000
51.599998,0.000000,0.000000,0.000000,0.000000
51.799999,0.000000,0.000000,0.000000,0.000000
52.000000,0.000000,0.000000,0.000000,0.000000
52.200001,0.000000,0.000000,0.000000,0.000000
52.400002,0.000000,0.000000,0.000000,0.000000
52.599998,0.000000,0.000000,0.000000,0.000000
52.799999,0.000000,0.000000,0.000000,0.000000
53.000000,0.000000,0.000000,0.000000,0.000000
53.200001,0.000000,0.000000,0.000000,0.000000
53.400002,0.000000,0.000000,0.000000,0.000000
53.599998,0.000000,0.000000,0.000000,0.000000
53.799999,0.000000,0.000000,0.000000,0.000000
54.000000,0.000000,0.000000,0.000000,0.000000
54.200001,0.000000,0.000000,0.000000,0.000000
54.400002,0.000000,0.000000,0.000000,0.000000
54.599998,0.000000,0.000000,0.000000,0.000000
54.799999,0.000000,0.000000,0.000000,0.000000
55.000000,0.000000,0.000000,0.000000,0.000000
55.200001,0.000000,0.000000,0.000000,0.000000
55.400002,0.000000,0.000000,0.000000,0.000000
55.599998,0.000000,0.000000,0.000000,0.000000
55.799999,0.000000,0.000000,0.000000,0.000000
56.000000,0.000000,0.000000,0.000000,0.000000
56.200001,0.000000,0.000000,0.000000,0.000000
56.400002,0.000000,0.000000,0.000000,0.000000
56.599998,0.000000,0.000000,0.000000,0.000000
56.799999,0.000000,0.000000,0.000000,0.000000
57.000000,0.000000,0.000000,0.000000,0.000000
57.200001,0.000000,0.000000,0.000000,0.000000
57.400002,0.000000,0.000000,0.000000,0.000000
57.599998,0.000000,0.000000,0.000000,0.000000
57.799999,0.000000,0.000000,0.000000,0.000000
58.000000,0.000000,0.000000,0.000000,0.000000
58.200001,0.000000,0.000000,0.000000,0.000000
58.400002,0.000000,0.000000,0.000000,0.000000
58.599998,0.000000,0.000000,0.000000,0.000000
58.799999,0.000000,0.000000,0.000000,0.000000
59.000000,0.000000,0.000000,0.000000,0.000000
59.200001,0.000000,0.000000,0.000000,0.000000
59.400002,0.000000,0.000000,0.000000,0.000000
59.599998,0.000000,0.000000,0.000000,0.000000
59.799999,0.000000,0.000000,0.000000,0.000000
60.000000,0.000000,0.000000,0.000000,0.000000
60.200001,0.000000,0.000000,0.000000,0.000000
60.400002,0.000000,0.000000,0.000000,0.000000
60.599998,0.000000,0.000000,0.000000,0.000000
60.799999,0.000000,0.000000,0.000000,0.000000
61.000000,0.000000,0.000000,0.000000,0.000000
61.200001,0.000000,0.000000,0.000000,0.000000
61.400002,0.000000,0.000000,0.000000,0.000000
61.599998,0.000000,0.000000,0.000000,0.000000
61.799999,0.000000,0.000000,0.000000,0.000000
62.000000,0.000000,0.000000,0.000000,0.000000
62.200001,0.000000,0.000000,0.000000,0.000000
62.400002,0.000000,0.000000,0.000000,0.000000
62.599998,0.000000,0.000000,0.000000,0.000000
62.799999,0.000000,0.000000,0.000000,0.000000
63.000000,0.000000,0.000000,0.000000,0.000000
63.200001,0.000000,0.000000,0.000000,0.000000
63.400002,0.000000,0.000000,0.000000,0.000000
63.599998,0.000000,0.000000,0.000000,0.000000
63.799999,0.000000,0.000000,0.000000,0.000000
64.000000,0.000000,0.000000,0.000000,0.000000
64.199997,0.000000,0.000000,0.000000,0.000000
64.400002,0.000000,0.000000,0.000000,0.000000
64.599998,0.000000,0.000000,0.000000,0.000000
64.800003,0.000000,0.000000,0.000000,0.000000
65.000000,0.000000,0.000000,0.000000,0.000000
65.199997,0.000000,0.000000,0.000000,0.000000
65.400002,0.000000,0.000000,0.000000,0.000000
65.599998,0.000000,0.000000,0.000000,0.000000
65.800003,0.000000,0.000000,0.000000,0.000000
66.000000,0.000000,0.000000,0.000000,0.000000
66.199997,0.000000,0.000000,0.000000,0.000000
66.400002,0.000000,0.000000,0.000000,0.000000
66.599998,0.000000,0.000000,0.000000,0.000000
66.800003,0.000000,0.000000,0.000000,0.000000
67.000000,0.000000,0.000000,0.000000,0.000000
67.199997,0.000000,0.000000,0.000000,0.000000
67.400002,0.000000,0.000000,0.000000,0.000000
67.599998,0.000000,0.000000,0.000000,0.000000
67.800003,0.000000,0.000000,0.000000,0.000000
68.000000,0.000000,0.000000,0.000000,0.000000
68.199997,0.000000,0.000000,0.000000,0.000000
68.400002,0.000000,0.000000,0.000000,0.000000
68.599998,0.000000,0.000000,0.000000,0.000000
68.800003,0.000000,0.000000,0.000000,0.000000
69.000000,0.000000,0.000000,0.000000,0.000000
69.199997,0.000000,0.000000,0.000000,0.000000
69.400002,0.000000,0.000000,0.000000,0.000000
69.599998,0.000000,0.000000,0.000000,0.000000
69.800003,0.000000,0.000000,0.000000,0.000000
70.000000,0.000000,0.000000,0.000000,0.000000
70.199997,0.000000,0.000000,0.000000,0.000000
70.400002,0.000000,0.000000,0.000000,0.000000
70.599998,0.000000,0.000000,0.000000,0.000000
70.800003,0.000000,0.000000,0.000000,0.000000
71.000000,0.000000,0.000000,0.000000,0.000000
71.199997,0.000000,0.000000,0.000000,0.000000
71.400002,0.000000,0.000000,0.000000,0.000000
71.599998,0.000000,0.000000,0.000000,0.000000
71.800003,0.000000,0.000000,0.000000,0.000000
72.000000,0.000000,0.000000,0.000000,0.000000
72.199997,0.000000,0.000000,0.000000,0.000000
72.400002,0.000000,0.000000,0.000000,0.000000
72.599998,0.000000,0.000000,0.000000,0.000000
72.800003,0.000000,0.000000,0.000000,0.000000
73.000000,0.000000,0.000000,0.000000,0.000000
73.199997,0.000000,0.000000,0.000000,0.000000
73.400002,0.000000,0.000000,0.000000,0.000000
73.599998,0.000000,0.000000,0.000000,0.000000
73.800003,0.000000,0.000000,0.000000,0.000000
74.000000,0.000000,0.000000,0.000000,0.000000
74.199997,0.000000,0.000000,0.000000,0.000000
74.400002,0.000000,0.000000,0.000000,0.000000
74.599998,0.000000,0.000000,0.000000,0.000000
74.800003,0.000000,0.000000,0.000000,0.000000
75.000000,0.000000,0.000000,0.000000,0.000000
75.199997,0.000000,0.000000,0.000000,0.000000
75.400002,0.000000,0.000000,0.000000,0.000000
75.599998,0.000000,0.000000,0.000000,0.000000
75.800003,0.000000,0.000000,0.000000,0.000000
76.000000,0.000000,0.000000,0.000000,0.000000
76.199997,0.000000,0.000000,0.000001,0.000000
76.400002,0.000000,0.000000,0.000005,0.000000
76.599998,0.000000,0.000000,0.000018,0.000000
76.800003,0.000000,0.000000,0.000062,0.000000
77.000000,0.000000,0.000000,0.000192,0.000000
77.199997,0.000000,0.000000,0.000559,0.000000
77.400002,0.000000,0.000000,0.001514,0.000000
77.599998,0.000000,0.000000,0.003820,0.000000
77.800003,0.000000,0.000000,0.008976,0.000000
78.000000,0.000000,0.000000,0.019642,0.000000
78.199997,0.000000,0.000000,0.040034,0.000000
78.400002,0.000000,0.000000,0.075999,0.000000
78.599998,0.000000,0.000000,0.134364,0.000000
78.800003,0.000000,0.000000,0.221252,0.000000
79.000000,0.000000,0.000000,0.339312,0.000000
79.199997,0.000000,0.000000,0.484651,0.000000
79.400002,0.000000,0.000000,0.644735,0.000000
79.599998,0.000000,0.000000,0.798813,0.000000
79.800003,0.000000,0.000000,0.921785,0.000000
80.000000,0.000000,0.000000,0.990669,0.000000
80.199997,0.000000,0.000000,0.991620,0.000000
80.400002,0.000000,0.000000,0.924438,0.000000
80.599998,0.000000,0.000000,0.802656,0.000000
80.800003,0.000000,0.000000,0.649073,0.000000
81.000000,0.000000,0.000000,0.488854,0.000000
81.199997,0.000000,0.000000,0.342912,0.000000
81.400002,0.000000,0.000000,0.224024,0.000000
81.599998,0.000000,0.000000,0.136312,0.000000
81.800003,0.000000,0.000000,0.077247,0.000000
82.000000,0.000000,0.000000,0.040771,0.000000
82.199997,0.000000,0.000000,0.020042,0.000000
82.400002,0.000000,0.000000,0.009176,0.000000
82.599998,0.000000,0.000000,0.003913,0.000000
82.800003,0.000000,0.000000,0.001554,0.000000
83.000000,0.000000,0.000000,0.000575,0.000000
83.199997,0.000000,0.000000,0.000198,0.000000
83.400002,0.000000,0.000000,0.000064,0.000000
83.599998,0.000000,0.000000,0.000019,0.000000
83.800003,0.000000,0.000000,0.000005,0.000000
84.000000,0.000000,0.000000,0.000001,0.000000
84.199997,0.000000,0.000000,0.000000,0.000000
84.400002,0.000000,0.000000,0.000000,0.000000
84.599998,0.000000,0.000000,0.000000,0.000000
84.800003,0.000000,0.000000,0.000000,0.000000
85.000000,0.000000,0.000000,0.000000,0.000002
85.199997,0.000000,0.000000,0.000000,0.000007
85.400002,0.000000,0.000000,0.000000,0.000025
85.599998,0.000000,0.000000,0.000000,0.000082
85.800003,0.000000,0.000000,0.000000,0.000252
86.000000,0.000000,0.000000,0.000000,0.000720
86.199997,0.000000,0.000000,0.000000,0.001917
86.400002,0.000000,0.000000,0.000000,0.004751
86.599998,0.000000,0.000000,0.000000,0.010968
86.800003,0.000000,0.000000,0.000000,0.023585
87.000000,0.000000,0.000000,0.000000,0.047231
87.199997,0.000000,0.000000,0.000000,0.088094
87.400002,0.000000,0.000000,0.000000,0.153034
87.599998,0.000000,0.000000,0.000000,0.247591
87.800003,0.000000,0.000000,0.000000,0.373086
88.000000,0.000000,0.000000,0.000000,0.523593
88.199997,0.000000,0.000000,0.000000,0.684377
88.400002,0.000000,0.000000,0.000000,0.833140
88.599998,0.000000,0.000000,0.000000,0.944613
88.800003,0.000000,0.000000,0.000000,0.997489
89.000000,0.000000,0.000000,0.000000,0.981022
89.199997,0.000000,0.000000,0.000000,0.898602
89.400002,0.000000,0.000000,0.000000,0.766602
89.599998,0.000000,0.000000,0.000000,0.609106
89.800003,0.000000,0.000000,0.000000,0.450742
90.000000,0.000000,0.000000,0.000000,0.310660
90.199997,0.000000,0.000000,0.000000,0.199416
90.400002,0.000000,0.000000,0.000000,0.119218
90.599998,0.000000,0.000000,0.000000,0.066382
90.800003,0.000000,0.000000,0.000000,0.034425
91.000000,0.000000,0.000000,0.000000,0.016627
91.199997,0.000000,0.000000,0.000000,0.007480
91.400002,0.000000,0.000000,0.000000,0.003134
91.599998,0.000000,0.000000,0.000000,0.001223
91.800003,0.000000,0.000000,0.000000,0.000444
92.000000,0.000000,0.000000,0.000000,0.000150
92.199997,0.000000,0.000000,0.000000,0.000047
92.400002,0.000000,0.000000,0.000000,0.000014
92.599998,0.000000,0.000000,0.000000,0.000004
92.800003,0.000000,0.000000,0.000000,0.000001
93.000000,0.000000,0.000000,0.000000,0.000000
93.199997,0.000000,0.000000,0.000000,0.000000
93.400002,0.000000,0.000000,0.000000,0.000000
93.599998,0.000000,0.000000,0.000000,0.000000
93.800003,0.000000,0.000000,0.000000,0.000000
94.000000,0.000000,0.000000,0.000000,0.000000
94.199997,0.000000,0.000000,0.000000,0.000000
94.400002,0.000000,0.000000,0.000000,0.000000
94.599998,0.000000,0.000000,0.000000,0.000000
94.800003,0.000000,0.000000,0.000000,0.000000
95.000000,0.000000,0.000000,0.000000,0.000000
95.199997,0.000000,0.000000,0.000000,0.000000
95.400002,0.000000,0.000000,0.000000,0.000000
95.599998,0.000000,0.000000,0.000000,0.000000
95.800003,0.000000,0.000000,0.000000,0.000000
96.000000,0.000000,0.000000,0.000000,0.000000
96.199997,0.000000,0.000000,0.000000,0.000000
96.400002,0.000000,0.000000,0.000000,0.000000
96.599998,0.000000,0.000000,0.000000,0.000000
96.800003,0.000000,0.000000,0.000000,0.000000
97.000000,0.000000,0.000000,0.000000,0.000000
97.199997,0.000000,0.000000,0.000000,0.000000
97.400002,0.000000,0.000000,0.000000,0.000000
97.599998,0.000000,0.000000,0.000000,0.000000
97.800003,0.000000,0.000000,0.000000,0.000000
98.000000,0.000000,0.000000,0.000000,0.000000
98.199997,0.000000,0.000000,0.000000,0.000000
98.400002,0.000000,0.000000,0.000000,0.000000
98.599998,0.000000,0.000000,0.000000,0.000000
98.800003,0.000000,0.000000,0.000000,0.000000
99.000000,0.000000,0.000000,0.000000,0.000000
99.199997,0.000000,0.000000,0.000000,0.000000
99.400002,0.000000,0.000000,0.000000,0.000000
99.599998,0.000000,0.000000,0.000000,0.000000
99.800003,0.000000,0.000000,0.000000,0.000000
100.000000,0.000000,0.000000,0.000000,0.000000
100.199997,0.000000,0.000000,0.000000,0.000000
100.400002,0.000000,0.000000,0.000000,0.000000
100.599998,0.000000,0.000000,0.000000,0.000000
100.800003,0.000000,0.000000,0.000000,0.000000
101.000000,0.000000,0.000000,0.000000,0.000000
101.199997,0.000000,0.000000,0.000000,0.000000
101.400002,0.000000,0.000000,0.000000,0.000000
101.599998,0.000000,0.000000,0.000000,0.000000
101.800003,0.000000,0.000000,0.000000,0.000000
102.000000,0.000000,0.000000,0.000000,0.000000
102.199997,0.000000,0.000000,0.000000,0.000000
102.400002,0.000000,0.000000,0.000000,0.000000
102.599998,0.000000,0.000000,0.000000,0.000000
102.800003,0.000000,0.000000,0.000000,0.000000
103.000000,0.000000,0.000000,0.000000,0.000000
103.199997,0.000000,0.000000,0.000000,0.000000
103.400002,0.000000,0.000000,0.000000,0.000000
103.599998,0.000000,0.000000,0.000000,0.000000
103.800003,0.000000,0.000000,0.000000,0.000000
104.000000,0.000000,0.000000,0.000000,0.000000
104.199997,0.000000,0.000000,0.000000,0.000000
104.400002,0.000000,0.000000,0.000000,0.000000
104.599998,0.000000,0.000000,0.000000,0.000000
104.800003,0.000000,0.000000,0.000000,0.000000
105.000000,0.000000,0.000000,0.000000,0.000000
105.199997,0.000000,0.000000,0.000000,0.000000
105.400002,0.000000,0.000000,0.000000,0.000000
105.599998,0.000000,0.000000,0.000000,0.000000
105.800003,0.000000,0.000000,0.000000,0.000000
106.000000,0.000000,0.000000,0.000000,0.000000
106.199997,0.000000,0.000000,0.000000,0.000000
106.400002,0.000000,0.000000,0.000000,0.000000
106.599998,0.000000,0.000000,0.000000,0.000000
106.800003,0.000000,0.000000,0.000000,0.000000
107.000000,0.000000,0.000000,0.000000,0.000000
107.199997,0.000000,0.000000,0.000000,0.000000
107.400002,0.000000,0.000000,0.000000,0.000000
107.599998,0.000000,0.000000,0.000000,0.000000
107.800003,0.000000,0.000000,0.000000,0.000000
108.000000,0.000000,0.000000,0.000000,0.000000
108.199997,0.000000,0.000000,0.000000,0.000000
108.400002,0.000000,0.000000,0.000000,0.000000
108.599998,0.000000,0.000000,0.000000,0.000000
108.800003,0.000000,0.000000,0.000000,0.000000
109.000000,0.000000,0.000000,0.000000,0.000000
109.199997,0.000000,0.000000,0.000000,0.000000
109.400002,0.000000,0.000000,0.000000,0.000000
109.599998,0.000000,0.000000,0.000000,0.000000
109.800003,0.000000,0.000000,0.000000,0.000000
110.000000,0.000000,0.000000,0.000000,0.000000
110.199997,0.000000,0.000000,0.000000,0.000000
110.400002,0.000000,0.000000,0.000000,0.000000
110.599998,0.000000,0.000000,0.000000,0.000000
110.800003,0.000000,0.000000,0.000000,0.000000
111.000000,0.000000,0.000000,0.000000,0.000000
111.199997,0.000000,0.000000,0.000000,0.000000
