x,y
47.000000,0.919887
47.200001,0.919574
47.400002,0.919262
47.599998,0.918949
47.799999,0.918637
48.000000,0.918324
48.200001,0.918012
48.400002,0.917699
48.599998,0.917387
48.799999,0.917075
49.000000,0.916762
49.200001,0.916450
49.400002,0.916137
49.599998,0.915825
49.799999,0.915512
50.000000,0.915200
50.200001,0.914887
50.400002,0.914574
50.599998,0.914262
50.799999,0.913949
51.000000,0.913636
51.200001,0.913323
51.400002,0.913010
51.599998,0.912696
51.799999,0.912383
52.000000,0.912069
52.200001,0.911756
52.400002,0.911442
52.599998,0.911128
52.799999,0.910814
53.000000,0.910499
53.200001,0.910185
53.400002,0.909870
53.599998,0.909555
53.799999,0.909240
54.000000,0.908925
54.200001,0.908609
54.400002,0.908293
54.599998,0.907977
54.799999,0.907661
55.000000,0.907345
55.200001,0.907028
55.400002,0.906711
55.599998,0.906394
55.799999,0.906077
56.000000,0.905759
56.200001,0.905441
56.400002,0.905123
56.599998,0.904805
56.799999,0.904486
57.000000,0.904167
57.200001,0.903848
57.400002,0.903529
57.599998,0.903209
57.799999,0.902889
58.000000,0.902569
58.200001,0.902248
58.400002,0.901927
58.599998,0.901606
58.799999,0.901285
59.000000,0.900963
59.200001,0.900641
59.400002,0.900319
59.599998,0.899996
59.799999,0.899673
60.000000,0.899350
60.200001,0.899027
60.400002,0.898703
60.599998,0.898379
60.799999,0.898055
61.000000,0.897730
61.200001,0.897405
61.400002,0.897080
61.599998,0.896755
61.799999,0.896429
62.000000,0.896103
62.200001,0.895777
62.400002,0.895450
62.599998,0.895123
62.799999,0.894796
63.000000,0.894469
63.200001,0.894141
63.400002,0.893813
63.599998,0.893485
63.799999,0.893157
64.000000,0.892828
64.199997,0.892499
64.400002,0.892169
64.599998,0.891840
64.800003,0.891510
65.000000,0.891180
65.199997,0.890850
65.400002,0.890519
65.599998,0.890188
65.800003,0.889857
66.000000,0.889526
66.199997,0.889194
66.400002,0.888863
66.599998,0.888531
66.800003,0.888199
67.000000,0.887866
67.199997,0.887533
67.400002,0.887201
67.599998,0.886868
67.800003,0.886534
68.000000,0.886201
68.199997,0.885867
68.400002,0.885533
68.599998,0.885199
68.800003,0.884865
69.000000,0.884530
69.199997,0.884196
69.400002,0.883861
69.599998,0.883526
69.800003,0.883191
70.000000,0.882856
70.199997,0.882520
70.400002,0.882185
70.599998,0.881849
70.800003,0.881513
71.000000,0.881178
71.199997,0.880841
71.400002,0.880505
71.599998,0.880169
71.800003,0.879833
72.000000,0.879496
72.199997,0.879160
72.400002,0.878823
72.599998,0.878486
72.800003,0.878149
73.000000,0.877812
73.199997,0.877475
73.400002,0.877138
73.599998,0.876801
73.800003,0.876464
74.000000,0.876127
74.199997,0.875790
74.400002,0.875452
74.599998,0.875115
74.800003,0.874778
75.000000,0.874441
75.199997,0.874103
75.400002,0.873766
75.599998,0.873429
75.800003,0.873091
76.000000,0.872754
76.199997,0.872417
76.400002,0.872079
76.599998,0.871742
76.800003,0.871405
77.000000,0.871068
77.199997,0.870731
77.400002,0.870394
77.599998,0.870057
77.800003,0.869720
78.000000,0.869384
78.199997,0.869047
78.400002,0.868710
78.599998,0.868374
78.800003,0.868038
79.000000,0.867701
79.199997,0.867365
79.400002,0.867029
79.599998,0.866694
79.800003,0.866358
80.000000,0.866022
80.199997,0.866825
80.400002,0.867730
80.599998,0.868635
80.800003,0.869535
81.000000,0.870428
81.199997,0.871315
81.400002,0.872196
81.599998,0.873071
81.800003,0.873940
82.000000,0.874803
82.199997,0.875659
82.400002,0.876510
82.599998,0.877356
82.800003,0.878195
83.000000,0.879028
83.199997,0.879856
83.400002,0.880678
83.599998,0.881495
83.800003,0.882306
84.000000,0.883111
84.199997,0.883911
84.400002,0.884706
84.599998,0.885495
84.800003,0.886278
85.000000,0.887056
85.199997,0.887829
85.400002,0.888597
85.599998,0.889359
85.800003,0.890116
86.000000,0.890868
86.199997,0.891615
86.400002,0.892357
86.599998,0.893093
86.800003,0.893825
87.000000,0.894552
87.199997,0.895273
87.400002,0.895990
87.599998,0.896701
87.800003,0.897408
88.000000,0.898110
88.199997,0.898807
88.400002,0.899499
88.599998,0.900186
88.800003,0.900868
89.000000,0.901546
89.199997,0.902219
89.400002,0.902887
89.599998,0.903550
89.800003,0.904209
90.000000,0.904863
90.199997,0.905512
90.400002,0.906157
90.599998,0.906797
90.800003,0.907433
91.000000,0.908063
91.199997,0.908690
91.400002,0.909311
91.599998,0.909928
91.800003,0.910541
92.000000,0.911149
92.199997,0.911752
92.400002,0.912351
92.599998,0.912946
92.800003,0.913536
93.000000,0.914121
93.199997,0.914702
93.400002,0.915278
93.599998,0.915850
93.800003,0.916417
94.000000,0.916980
94.199997,0.917538
94.400002,0.918092
94.599998,0.918641
94.800003,0.919186
95.000000,0.919726
95.199997,0.920262
95.400002,0.920794
95.599998,0.921320
95.800003,0.921842
96.000000,0.922360
96.199997,0.922873
96.400002,0.923382
96.599998,0.923886
96.800003,0.924385
97.000000,0.924880
97.199997,0.925370
97.400002,0.925855
97.599998,0.926336
97.800003,0.926812
98.000000,0.927284
98.199997,0.927750
98.400002,0.928212
98.599998,0.928669
98.800003,0.929122
99.000000,0.929569
99.199997,0.930012
99.400002,0.930450
99.599998,0.930883
99.800003,0.931310
100.000000,0.931733
100.199997,0.932151
100.400002,0.932564
100.599998,0.932971
100.800003,0.933374
101.000000,0.933771
101.199997,0.934163
101.400002,0.934550
101.599998,0.934931
101.800003,0.935307
102.000000,0.935677
102.199997,0.936042
102.400002,0.936401
102.599998,0.936755
102.800003,0.937103
103.000000,0.937445
103.199997,0.937781
103.400002,0.938111
103.599998,0.938435
103.800003,0.938753
104.000000,0.939065
104.199997,0.939370
104.400002,0.939669
104.599998,0.939961
104.800003,0.940247
105.000000,0.940526
105.199997,0.940799
105.400002,0.941064
105.599998,0.941322
105.800003,0.941573
106.000000,0.941817
106.199997,0.942053
106.400002,0.942282
106.599998,0.942502
106.800003,0.942715
107.000000,0.942920
107.199997,0.943116
107.400002,0.943305
107.599998,0.943484
107.800003,0.943655
108.000000,0.943816
108.199997,0.943969
108.400002,0.944112
108.599998,0.944245
108.800003,0.944369
109.000000,0.944482
109.199997,0.944585
109.400002,0.944677
109.599998,0.944758
109.800003,0.944828
110.000000,0.944887
110.199997,0.944933
110.400002,0.944968
110.599998,0.944990
110.800003,0.944998
111.000000,0.944994
111.199997,0.944976
111.400002,0.944944
111.599998,0.944897
111.800003,0.944835
112.000000,0.944758
112.199997,0.944664
112.400002,0.944555
112.599998,0.944428
112.800003,0.944283
113.000000,0.944120
113.199997,0.943938
113.400002,0.943737
113.599998,0.943515
113.800003,0.943273
114.000000,0.943008
114.199997,0.942721
114.400002,0.942410
114.599998,0.942075
114.800003,0.941715
115.000000,0.941328
115.199997,0.940914
115.400002,0.940472
115.599998,0.939999
115.800003,0.939496
116.000000,0.938961
116.199997,0.938392
116.400002,0.937788
116.599998,0.937148
116.800003,0.936470
117.000000,0.935751
117.199997,0.934992
117.400002,0.934188
117.599998,0.933340
117.800003,0.932444
118.000000,0.931498
118.199997,0.930500
118.400002,0.929448
118.599998,0.928339
118.800003,0.927170
119.000000,0.925939
119.199997,0.924642
119.400002,0.923276
119.599998,0.921838
119.800003,0.920324
120.000000,0.918731
120.199997,0.917055
120.400002,0.915292
120.599998,0.913436
120.800003,0.911485
121.000000,0.909433
121.199997,0.907276
121.400002,0.905008
121.599998,0.902623
121.800003,0.900117
122.000000,0.897484
122.199997,0.894717
122.400002,0.891811
122.599998,0.888760
122.800003,0.885556
123.000000,0.882194
123.199997,0.878667
123.400002,0.874968
123.599998,0.871090
123.800003,0.867027
124.000000,0.862772
124.199997,0.858320
124.400002,0.853662
124.599998,0.848795
124.800003,0.843712
125.000000,0.838408
125.199997,0.832879
125.400002,0.827121
125.599998,0.821132
125.800003,0.814909
126.000000,0.808451
126.199997,0.801758
126.400002,0.794831
126.599998,0.787673
126.800003,0.780288
127.000000,0.772681
127.199997,0.764859
127.400002,0.756829
127.599998,0.748601
127.800003,0.740187
128.000000,0.731597
128.199997,0.722845
128.399994,0.713946
128.600006,0.704915
128.800003,0.695767
129.000000,0.686520
129.199997,0.677191
129.399994,0.667796
129.600006,0.658352
129.800003,0.648877
130.000000,0.639387
130.199997,0.629898
130.399994,0.620425
130.600006,0.610982
130.800003,0.601584
131.000000,0.592242
131.199997,0.582968
131.399994,0.573772
131.600006,0.564663
131.800003,0.555651
132.000000,0.546740
132.199997,0.537939
132.399994,0.529251
132.600006,0.520681
132.800003,0.512233
133.000000,0.503909
133.199997,0.495711
133.399994,0.487641
133.600006,0.479698
133.800003,0.471885
134.000000,0.464200
134.199997,0.456643
134.399994,0.449214
134.600006,0.441911
134.800003,0.434734
135.000000,0.427681
135.199997,0.420751
135.399994,0.413942
135.600006,0.407252
135.800003,0.400680
136.000000,0.394223
136.199997,0.387881
136.399994,0.381652
136.600006,0.375532
136.800003,0.369522
137.000000,0.363618
137.199997,0.357819
137.399994,0.352124
137.600006,0.346530
137.800003,0.341035
138.000000,0.335639
138.199997,0.330338
138.399994,0.325132
138.600006,0.320019
138.800003,0.314997
139.000000,0.310065
139.199997,0.305221
139.399994,0.300463
139.600006,0.295790
139.800003,0.291200
140.000000,0.286692
140.199997,0.282264
140.399994,0.277916
140.600006,0.273645
140.800003,0.269450
141.000000,0.265330
141.199997,0.261284
141.399994,0.257310
141.600006,0.253406
141.800003,0.249573
142.000000,0.245807
142.199997,0.242109
142.399994,0.238477
142.600006,0.234910
142.800003,0.231406
143.000000,0.227965
143.199997,0.224585
143.399994,0.221265
143.600006,0.218005
143.800003,0.214803
144.000000,0.211658
144.199997,0.208569
144.399994,0.205535
144.600006,0.202555
144.800003,0.199629
145.000000,0.196754
145.199997,0.193931
145.399994,0.191158
145.600006,0.188435
145.800003,0.185760
146.000000,0.183133
146.199997,0.180553
146.399994,0.178019
146.600006,0.175530
146.800003,0.173086
147.000000,0.170685
147.199997,0.168327
147.399994,0.166011
147.600006,0.163736
147.800003,0.161502
148.000000,0.159308
148.199997,0.157153
148.399994,0.155036
148.600006,0.152957
148.800003,0.150916
149.000000,0.148910
149.199997,0.146941
149.399994,0.145006
149.600006,0.143106
149.800003,0.141240
150.000000,0.139407
150.199997,0.137607
150.399994,0.135839
150.600006,0.134103
150.800003,0.132397
151.000000,0.130722
151.199997,0.129077
151.399994,0.127461
151.600006,0.125874
151.800003,0.124316
152.000000,0.122785
152.199997,0.121281
152.399994,0.119805
152.600006,0.118354
152.800003,0.116930
153.000000,0.115531
153.199997,0.114156
153.399994,0.112807
153.600006,0.111481
153.800003,0.110179
154.000000,0.108901
154.199997,0.107645
154.399994,0.106411
154.600006,0.105200
154.800003,0.104010
155.000000,0.102841
155.199997,0.101694
155.399994,0.100566
155.600006,0.099459
155.800003,0.098372
156.000000,0.097304
156.199997,0.096255
156.399994,0.095224
156.600006,0.094212
156.800003,0.093219
157.000000,0.092242
157.199997,0.091284
157.399994,0.090342
157.600006,0.089417
157.800003,0.088509
158.000000,0.087617
158.199997,0.086741
158.399994,0.085880
158.600006,0.085035
158.800003,0.084205
159.000000,0.083389
159.199997,0.082589
159.399994,0.081802
159.600006,0.081030
159.800003,0.080271
160.000000,0.079526
160.199997,0.078794
160.399994,0.078075
160.600006,0.077369
160.800003,0.076676
161.000000,0.075995
161.199997,0.075326
161.399994,0.074669
161.600006,0.074024
161.800003,0.073390
162.000000,0.072768
162.199997,0.072156
162.399994,0.071556
162.600006,0.070966
162.800003,0.070387
163.000000,0.069818
163.199997,0.069260
163.399994,0.068711
163.600006,0.068172
163.800003,0.067643
164.000000,0.067123
164.199997,0.066612
164.399994,0.066111
164.600006,0.065618
164.800003,0.065134
165.000000,0.064659
165.199997,0.064193
165.399994,0.063734
165.600006,0.063284
165.800003,0.062842
166.000000,0.062408
166.199997,0.061981
166.399994,0.061562
166.600006,0.061151
166.800003,0.060747
167.000000,0.060350
167.199997,0.059960
167.399994,0.059577
167.600006,0.059201
167.800003,0.058832
168.000000,0.058469
168.199997,0.058113
168.399994,0.057763
168.600006,0.057420
168.800003,0.057082
169.000000,0.056751
169.199997,0.056425
169.399994,0.056105
169.600006,0.055791
169.800003,0.055483
170.000000,0.055180
170.199997,0.054882
170.399994,0.054590
170.600006,0.054303
170.800003,0.054021
171.000000,0.053744
171.199997,0.053472
171.399994,0.053205
171.600006,0.052943
171.800003,0.052685
172.000000,0.052432
172.199997,0.052184
172.399994,0.051940
172.600006,0.051700
172.800003,0.051464
173.000000,0.051233
173.199997,0.051006
173.399994,0.050783
173.600006,0.050564
173.800003,0.050348
174.000000,0.050137
174.199997,0.049930
174.399994,0.049726
174.600006,0.049525
174.800003,0.049329
175.000000,0.049136
175.199997,0.048946
175.399994,0.048759
175.600006,0.048576
175.800003,0.048397
176.000000,0.048220
176.199997,0.048047
176.399994,0.047876
176.600006,0.047709
176.800003,0.047545
177.000000,0.047384
177.199997,0.047225
177.399994,0.047069
177.600006,0.046917
177.800003,0.046766
178.000000,0.046619
178.199997,0.046474
178.399994,0.046332
178.600006,0.046192
178.800003,0.046055
179.000000,0.045920
179.199997,0.045788
179.399994,0.045658
179.600006,0.045530
179.800003,0.045405
180.000000,0.045282
180.199997,0.045161
180.399994,0.045042
180.600006,0.044925
180.800003,0.044810
181.000000,0.044698
181.199997,0.044587
181.399994,0.044479
181.600006,0.044372
181.800003,0.044267
182.000000,0.044164
182.199997,0.044063
182.399994,0.043964
182.600006,0.043867
182.800003,0.043771
183.000000,0.043677
183.199997,0.043585
183.399994,0.043494
183.600006,0.043405
183.800003,0.043317
184.000000,0.043231
184.199997,0.043147
184.399994,0.043064
184.600006,0.042983
184.800003,0.042903
185.000000,0.042824
185.199997,0.042747
185.399994,0.042671
185.600006,0.042597
185.800003,0.042524
186.000000,0.042452
186.199997,0.042381
186.399994,0.042312
186.600006,0.042244
186.800003,0.042177
187.000000,0.042112
187.199997,0.042047
187.399994,0.041984
187.600006,0.041922
187.800003,0.041861
188.000000,0.041801
188.199997,0.041742
188.399994,0.041684
188.600006,0.041627
188.800003,0.041572
189.000000,0.041517
189.199997,0.041463
189.399994,0.041410
189.600006,0.041358
189.800003,0.041307
190.000000,0.041257
190.199997,0.041208
190.399994,0.041160
190.600006,0.041112
190.800003,0.041066
191.000000,0.041020
191.199997,0.040975
191.399994,0.040931
191.600006,0.040887
191.800003,0.040845
192.000000,0.040803
192.199997,0.040762
192.399994,0.040722
192.600006,0.040682
192.800003,0.040643
193.000000,0.040605
193.199997,0.040567
193.399994,0.040530
193.600006,0.040494
193.800003,0.040459
194.000000,0.040424
194.199997,0.040389
194.399994,0.040356
194.600006,0.040322
194.800003,0.040290
195.000000,0.040258
195.199997,0.040227
195.399994,0.040196
195.600006,0.040166
195.800003,0.040136
196.000000,0.040107
196.199997,0.040078
196.399994,0.040050
196.600006,0.040022
196.800003,0.039995
197.000000,0.039968
197.199997,0.039942
197.399994,0.039917
197.600006,0.039891
197.800003,0.039866
198.000000,0.039842
198.199997,0.039818
198.399994,0.039795
198.600006,0.039772
198.800003,0.039749
199.000000,0.039727
199.199997,0.039705
199.399994,0.039683
199.600006,0.039662
199.800003,0.039641
200.000000,0.039621
200.199997,0.039601
200.399994,0.039581
200.600006,0.039562
200.800003,0.039543
201.000000,0.039525
201.199997,0.039506
201.399994,0.039488
201.600006,0.039471
201.800003,0.039453
202.000000,0.039436
202.199997,0.039420
202.399994,0.039403
202.600006,0.039387
202.800003,0.039371
203.000000,0.039356
203.199997,0.039340
203.399994,0.039325
203.600006,0.039311
203.800003,0.039296
204.000000,0.039282
204.199997,0.039268
204.399994,0.039254
204.600006,0.039241
204.800003,0.039228
205.000000,0.039215
205.199997,0.039202
205.399994,0.039190
205.600006,0.039177
205.800003,0.039165
206.000000,0.039153
206.199997,0.039142
206.399994,0.039130
206.600006,0.039119
206.800003,0.039108
207.000000,0.039097
207.199997,0.039086
207.399994,0.039076
207.600006,0.039066
207.800003,0.039056
208.000000,0.039046
208.199997,0.039036
208.399994,0.039026
208.600006,0.039017
208.800003,0.039008
209.000000,0.038999
209.199997,0.038990
209.399994,0.038981
209.600006,0.038972
209.800003,0.038964
210.000000,0.038956
210.199997,0.038948
210.399994,0.038940
210.600006,0.038932
210.800003,0.038924
211.000000,0.038917
211.199997,0.038909
211.399994,0.038902
211.600006,0.038895
211.800003,0.038888
212.000000,0.038881
212.199997,0.038874
212.399994,0.038867
212.600006,0.038861
212.800003,0.038854
213.000000,0.038848
213.199997,0.038842
213.399994,0.038836
213.600006,0.038830
213.800003,0.038824
214.000000,0.038818
214.199997,0.038812
214.399994,0.038807
214.600006,0.038801
214.800003,0.038796
215.000000,0.038791
215.199997,0.038785
215.399994,0.038780
215.600006,0.038775
215.800003,0.038770
216.000000,0.038766
216.199997,0.038761
216.399994,0.038756
216.600006,0.038752
216.800003,0.038747
217.000000,0.038743
217.199997,0.038738
217.399994,0.038734
217.600006,0.038730
217.800003,0.038726
218.000000,0.038722
218.199997,0.038718
218.399994,0.038714
218.600006,0.038710
218.800003,0.038706
219.000000,0.038703
219.199997,0.038699
219.399994,0.038696
219.600006,0.038692
219.800003,0.038689
220.000000,0.038685
220.199997,0.038682
220.399994,0.038679
220.600006,0.038676
220.800003,0.038672
221.000000,0.038669
221.199997,0.038666
221.399994,0.038663
221.600006,0.038660
221.800003,0.038658
222.000000,0.038655
222.199997,0.038652
222.399994,0.038649
222.600006,0.038647
222.800003,0.038644
223.000000,0.038641
223.199997,0.038639
223.399994,0.038636
223.600006,0.038634
223.800003,0.038632
224.000000,0.038629
224.199997,0.038627
224.399994,0.038625
224.600006,0.038622
224.800003,0.038620
225.000000,0.038618
225.199997,0.038616
225.399994,0.038614
225.600006,0.038612
225.800003,0.038610
226.000000,0.038608
226.199997,0.038606
226.399994,0.038604
226.600006,0.038602
226.800003,0.038600
227.000000,0.038599
227.199997,0.038597
227.399994,0.038595
227.600006,0.038594
227.800003,0.038592
228.000000,0.038590
228.199997,0.038589
228.399994,0.038587
228.600006,0.038585
228.800003,0.038584
229.000000,0.038582
229.199997,0.038581
229.399994,0.038580
229.600006,0.038578
229.800003,0.038577
230.000000,0.038575
230.199997,0.038574
230.399994,0.038573
230.600006,0.038571
230.800003,0.038570
231.000000,0.038569
231.199997,0.038568
231.399994,0.038566
231.600006,0.038565
231.800003,0.038564
232.000000,0.038563
232.199997,0.038562
232.399994,0.038561
232.600006,0.038560
232.800003,0.038559
233.000000,0.038558
233.199997,0.038557
233.399994,0.038555
233.600006,0.038555
233.800003,0.038554
234.000000,0.038553
234.199997,0.038552
234.399994,0.038551
234.600006,0.038550
234.800003,0.038549
235.000000,0.038548
235.199997,0.038547
235.399994,0.038546
235.600006,0.038546
235.800003,0.038545
236.000000,0.038544
236.199997,0.038543
236.399994,0.038542
236.600006,0.038542
236.800003,0.038541
237.000000,0.038540
237.199997,0.038539
237.399994,0.038539
237.600006,0.038538
237.800003,0.038537
238.000000,0.038537
238.199997,0.038536
238.399994,0.038535
238.600006,0.038535
238.800003,0.038534
239.000000,0.038534
239.199997,0.038533
239.399994,0.038532
239.600006,0.038532
239.800003,0.038531
240.000000,0.038531
240.199997,0.038530
240.399994,0.038530
240.600006,0.038529
240.800003,0.038529
241.000000,0.038528
241.199997,0.038528
241.399994,0.038527
241.600006,0.038527
241.800003,0.038526
242.000000,0.038526
242.199997,0.038525
242.399994,0.038525
242.600006,0.038524
242.800003,0.038524
243.000000,0.038523
243.199997,0.038523
243.399994,0.038523
243.600006,0.038522
243.800003,0.038522
244.000000,0.038521
244.199997,0.038521
244.399994,0.038521
244.600006,0.038520
244.800003,0.038520
245.000000,0.038520
245.199997,0.038519
245.399994,0.038519
245.600006,0.038519
245.800003,0.038518
246.000000,0.038518
246.199997,0.038518
246.399994,0.038517
246.600006,0.038517
246.800003,0.038517
247.000000,0.038516
247.199997,0.038516
247.399994,0.038516
247.600006,0.038515
247.800003,0.038515
248.000000,0.038515
248.199997,0.038515
248.399994,0.038514
248.600006,0.038514
248.800003,0.038514
249.000000,0.038514
249.199997,0.038513
249.399994,0.038513
249.600006,0.038513
249.800003,0.038513
250.000000,0.038512
250.199997,0.038512
250.399994,0.038512
250.600006,0.038512
250.800003,0.038512
251.000000,0.038511
251.199997,0.038511
251.399994,0.038511
251.600006,0.038511
251.800003,0.038511
252.000000,0.038510
252.199997,0.038510
252.399994,0.038510
252.600006,0.038510
252.800003,0.038510
253.000000,0.038510
253.199997,0.038509
253.399994,0.038509
253.600006,0.038509
253.800003,0.038509
254.000000,0.038509
254.199997,0.038509
254.399994,0.038508
254.600006,0.038508
254.800003,0.038508
255.000000,0.038508
255.199997,0.038508
255.399994,0.038508
255.600006,0.038508
255.800003,0.038507
256.000000,0.038507
256.200012,0.038507
256.399994,0.038507
256.600006,0.038507
256.799988,0.038507
257.000000,0.038507
257.200012,0.038507
257.399994,0.038506
257.600006,0.038506
257.799988,0.038506
258.000000,0.038506
258.200012,0.038506
258.399994,0.038506
258.600006,0.038506
258.799988,0.038506
259.000000,0.038506
259.200012,0.038505
259.399994,0.038505
259.600006,0.038505
259.799988,0.038505
260.000000,0.038505
260.200012,0.038505
260.399994,0.038505
260.600006,0.038505
260.799988,0.038505
261.000000,0.038505
261.200012,0.038505
261.399994,0.038504
261.600006,0.038504
261.799988,0.038504
262.000000,0.038504
262.200012,0.038504
262.399994,0.038504
262.600006,0.038504
262.799988,0.038504
263.000000,0.038504
263.200012,0.038504
263.399994,0.038504
263.600006,0.038504
263.799988,0.038504
264.000000,0.038504
264.200012,0.038503
264.399994,0.038503
264.600006,0.038503
264.799988,0.038503
265.000000,0.038503
265.200012,0.038503
265.399994,0.038503
265.600006,0.038503
265.799988,0.038503
266.000000,0.038503
266.200012,0.038503
266.399994,0.038503
266.600006,0.038503
266.799988,0.038503
267.000000,0.038503
267.200012,0.038503
267.399994,0.038503
267.600006,0.038503
267.799988,0.038503
268.000000,0.038502
268.200012,0.038502
268.399994,0.038502
268.600006,0.038502
268.799988,0.038502
269.000000,0.038502
269.200012,0.038502
269.399994,0.038502
269.600006,0.038502
269.799988,0.038502
270.000000,0.038502
270.200012,0.038502
270.399994,0.038502
270.600006,0.038502
270.799988,0.038502
271.000000,0.038502
271.200012,0.038502
271.399994,0.038502
271.600006,0.038502
271.799988,0.038502
272.000000,0.038502
272.200012,0.038502
272.399994,0.038502
272.600006,0.038502
272.799988,0.038502
273.000000,0.038502
273.200012,0.038502
273.399994,0.038502
273.600006,0.038501
273.799988,0.038501
274.000000,0.038501
274.200012,0.038501
274.399994,0.038501
274.600006,0.038501
274.799988,0.038501
275.000000,0.038501
275.200012,0.038501
275.399994,0.038501
275.600006,0.038501
275.799988,0.038501
276.000000,0.038501
276.200012,0.038501
276.399994,0.038501
276.600006,0.038501
276.799988,0.038501
277.000000,0.038501
277.200012,0.038501
277.399994,0.038501
277.600006,0.038501
277.799988,0.038501
278.000000,0.038501
278.200012,0.038501
278.399994,0.038501
278.600006,0.038501
278.799988,0.038501
279.000000,0.038501
279.200012,0.038501
279.399994,0.038501
279.600006,0.038501
